index,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
712,465756,Male,No,23,No,Healthcare,1.0,Low,3.0,Cat_4,D
7930,461224,Female,Yes,33,Yes,Doctor,8.0,High,2.0,Cat_6,D
797,462466,Male,Yes,52,Yes,Executive,0.0,High,4.0,Cat_6,C
4386,466817,Female,Yes,81,No,Lawyer,0.0,High,2.0,Cat_6,B
2291,460609,Female,No,33,No,Healthcare,,Low,1.0,Cat_4,C
7156,461871,Male,Yes,53,Yes,Artist,0.0,Average,2.0,Cat_6,C
1613,459264,Female,No,42,Yes,Artist,0.0,Low,2.0,Cat_6,C
4692,462388,Female,Yes,45,Yes,Artist,1.0,High,5.0,Cat_6,C
1533,460523,Female,No,48,Yes,Entertainment,1.0,Low,,Cat_4,C
664,465972,Female,No,47,Yes,Marketing,9.0,Low,1.0,Cat_6,D
4020,466594,Male,Yes,72,Yes,Executive,1.0,High,2.0,Cat_6,C
6500,462094,Female,No,37,Yes,Healthcare,,Low,1.0,Cat_6,D
4143,463166,Female,No,41,Yes,Artist,1.0,Low,1.0,Cat_4,A
1343,462552,Male,No,31,Yes,Artist,1.0,Low,2.0,Cat_6,A
3127,466809,Female,Yes,33,Yes,Entertainment,0.0,Low,5.0,Cat_6,B
6016,464185,Male,Yes,65,Yes,Artist,5.0,High,2.0,Cat_6,A
159,459192,Male,Yes,35,Yes,Artist,3.0,Average,3.0,Cat_6,C
2482,466017,Female,Yes,45,Yes,Homemaker,1.0,Low,1.0,Cat_3,B
7630,461211,Female,No,53,Yes,Entertainment,0.0,Low,1.0,Cat_6,A
454,463855,Female,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_6,C
2600,463484,Female,Yes,35,No,Engineer,1.0,High,2.0,,D
6645,465960,Female,No,32,Yes,Marketing,8.0,Low,1.0,Cat_6,D
3100,460436,Female,No,51,No,Entertainment,1.0,Low,1.0,Cat_6,A
5452,460754,Female,No,33,Yes,Homemaker,8.0,Low,1.0,Cat_6,A
3188,463989,Male,No,79,No,Lawyer,0.0,Low,1.0,Cat_4,D
2042,461338,Male,Yes,43,Yes,Artist,1.0,Average,4.0,Cat_6,C
4797,463692,Female,Yes,26,Yes,Healthcare,6.0,High,7.0,Cat_2,D
1727,464928,Female,Yes,50,Yes,Artist,1.0,Low,3.0,Cat_4,C
2409,460783,Male,Yes,82,Yes,Lawyer,0.0,Low,1.0,Cat_6,B
2922,463363,Male,No,20,No,Healthcare,1.0,Low,4.0,,D
5081,463445,Male,Yes,48,Yes,Artist,0.0,Average,3.0,Cat_6,A
1899,463025,Male,Yes,40,No,Executive,7.0,Low,4.0,Cat_6,A
2528,465770,Male,No,52,Yes,Artist,1.0,Low,1.0,Cat_6,B
2008,466683,Female,Yes,49,No,Artist,1.0,Average,4.0,Cat_3,C
5549,465287,Male,No,23,No,Healthcare,0.0,Low,4.0,Cat_3,D
5706,465004,Male,No,35,Yes,Entertainment,0.0,Low,3.0,Cat_7,D
5842,461861,Female,No,26,Yes,Healthcare,1.0,Low,5.0,Cat_4,C
6260,461036,Female,No,21,No,Healthcare,1.0,Low,3.0,Cat_3,D
5273,463499,Male,Yes,48,Yes,Executive,0.0,Low,2.0,Cat_6,A
2232,459134,Female,Yes,69,Yes,Lawyer,0.0,High,2.0,Cat_6,C
287,460586,Male,No,26,Yes,Healthcare,1.0,Low,2.0,Cat_3,A
1391,465542,Female,Yes,62,No,Doctor,,Average,5.0,Cat_3,A
3412,466526,Male,No,33,No,Healthcare,1.0,Low,5.0,Cat_2,B
4254,463126,Female,Yes,65,Yes,Artist,3.0,Average,2.0,Cat_6,C
254,465425,Female,No,31,No,Engineer,1.0,Low,4.0,Cat_6,B
4100,463463,Male,Yes,32,No,Doctor,0.0,Low,2.0,Cat_6,A
198,459823,Male,Yes,67,Yes,Executive,1.0,Low,2.0,Cat_6,A
2358,466793,Female,,62,Yes,Artist,4.0,Average,3.0,Cat_6,B
2494,463218,Male,Yes,42,No,Entertainment,9.0,Average,3.0,Cat_6,A
1856,461432,Female,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_6,C
674,461351,Female,No,26,No,Doctor,0.0,Low,2.0,Cat_6,D
4781,465445,Female,No,27,Yes,Homemaker,6.0,Low,7.0,Cat_6,B
4225,460189,Male,No,33,No,Entertainment,14.0,Low,1.0,Cat_6,D
5723,465102,Male,Yes,57,Yes,Lawyer,1.0,High,2.0,Cat_6,B
61,466935,Male,Yes,55,Yes,Artist,9.0,Average,2.0,Cat_1,C
3098,460017,Male,Yes,41,Yes,Artist,7.0,High,2.0,Cat_3,C
7080,463568,Female,No,26,No,Healthcare,1.0,Low,,Cat_5,D
1081,465392,Female,Yes,45,Yes,Artist,8.0,High,5.0,Cat_6,C
3070,463294,Female,Yes,35,Yes,Engineer,5.0,Low,2.0,Cat_6,B
758,460670,Male,No,42,Yes,Artist,6.0,Low,2.0,Cat_3,B
549,466369,Female,No,38,No,Homemaker,5.0,Low,1.0,Cat_2,B
6063,460625,Female,No,28,No,Marketing,9.0,Low,2.0,Cat_3,D
2386,465928,Female,No,32,Yes,Healthcare,6.0,Low,3.0,Cat_6,D
300,465091,Male,Yes,63,Yes,Entertainment,,Average,3.0,Cat_6,C
3028,462544,Male,Yes,30,Yes,Entertainment,,Average,3.0,Cat_4,D
4486,463866,Male,Yes,40,Yes,Artist,1.0,Average,4.0,Cat_6,C
2758,462360,Female,Yes,62,Yes,Artist,3.0,Low,2.0,Cat_6,C
916,465653,Female,Yes,53,Yes,Artist,1.0,Low,2.0,Cat_6,A
2130,460522,Female,Yes,29,No,Homemaker,,Average,2.0,Cat_4,C
3244,463021,Male,Yes,72,No,Lawyer,0.0,High,2.0,,A
7319,466193,Male,Yes,84,No,Lawyer,0.0,Low,1.0,Cat_6,A
7393,459683,Female,Yes,56,Yes,Engineer,1.0,Average,3.0,Cat_6,B
600,461256,Male,No,33,No,Doctor,1.0,Low,4.0,Cat_4,C
4390,467463,Female,Yes,39,Yes,Artist,8.0,Average,3.0,Cat_6,B
2223,465915,Male,Yes,40,Yes,Entertainment,8.0,Average,2.0,Cat_6,B
4684,466672,Male,Yes,62,Yes,Artist,0.0,Low,3.0,Cat_6,C
7837,463016,Male,Yes,58,Yes,Artist,1.0,Low,2.0,Cat_6,B
3433,467581,Female,Yes,33,Yes,Engineer,2.0,Average,2.0,Cat_6,D
5372,461074,Male,Yes,25,No,Entertainment,,Average,,Cat_3,D
1402,459307,Male,Yes,62,Yes,Entertainment,0.0,Low,1.0,Cat_6,B
2087,460450,Male,Yes,52,Yes,Executive,1.0,High,4.0,Cat_4,B
6713,463273,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_3,B
999,467440,Male,Yes,49,Yes,Entertainment,0.0,Low,1.0,Cat_6,A
6930,459187,Female,Yes,52,No,Doctor,0.0,Average,3.0,Cat_4,B
1691,466283,Female,Yes,62,Yes,Artist,0.0,High,2.0,Cat_6,B
586,461608,Female,Yes,56,Yes,Executive,,High,4.0,Cat_1,A
6670,463856,Male,Yes,37,Yes,Artist,0.0,Average,2.0,Cat_4,C
4773,460089,Female,Yes,65,Yes,Artist,13.0,Low,1.0,Cat_6,B
955,460828,Male,No,51,No,Entertainment,1.0,Low,1.0,Cat_6,A
5093,466266,Male,Yes,48,Yes,Artist,1.0,Low,3.0,Cat_3,C
8040,467165,Female,No,25,No,Homemaker,,Low,1.0,Cat_6,D
3128,462676,Female,Yes,48,Yes,Entertainment,,Average,4.0,Cat_6,A
5739,464051,Male,Yes,53,Yes,Doctor,0.0,Average,2.0,Cat_6,C
3930,460431,Female,No,46,Yes,Engineer,1.0,Low,1.0,Cat_6,D
2140,463558,Female,Yes,88,Yes,Lawyer,1.0,Average,2.0,Cat_6,C
2002,466679,Female,No,43,Yes,Artist,8.0,Low,2.0,Cat_6,B
7636,460291,Female,Yes,37,Yes,Artist,6.0,Low,2.0,Cat_6,B
530,463757,Male,No,39,Yes,Artist,0.0,Low,3.0,Cat_6,B
5690,465374,Male,Yes,37,Yes,Entertainment,1.0,Average,3.0,Cat_4,C
4625,463768,Female,Yes,38,No,Engineer,1.0,Low,1.0,Cat_4,A
7292,462153,Male,Yes,59,No,Artist,0.0,Low,1.0,Cat_6,B
2690,461390,Female,Yes,70,Yes,Artist,0.0,High,2.0,Cat_6,C
2233,464195,Male,No,29,Yes,Artist,0.0,Low,1.0,Cat_6,A
6860,462370,Male,Yes,35,Yes,Executive,4.0,High,3.0,Cat_6,B
1346,459810,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_6,D
610,461609,Female,Yes,45,Yes,Artist,5.0,Average,2.0,Cat_6,B
3030,466401,Male,Yes,48,No,Executive,1.0,Average,4.0,Cat_6,A
7739,460104,Male,No,53,Yes,Entertainment,1.0,Low,3.0,Cat_4,A
1749,462565,Male,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_6,C
3189,462356,Male,No,47,Yes,Engineer,0.0,Low,3.0,Cat_6,A
4316,466861,Female,No,21,No,Healthcare,8.0,Low,7.0,Cat_2,D
384,465569,Male,Yes,35,Yes,Artist,1.0,High,3.0,Cat_6,A
4712,460371,Female,No,28,Yes,Artist,1.0,Low,2.0,Cat_6,C
1988,464945,Female,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_4,A
5348,461312,Male,No,18,No,Healthcare,3.0,Low,3.0,Cat_2,D
4452,460920,Male,Yes,79,Yes,Lawyer,1.0,High,2.0,Cat_6,C
4066,466212,Female,Yes,53,Yes,Artist,0.0,Average,3.0,Cat_6,C
1210,461599,Female,No,42,Yes,Artist,8.0,Low,1.0,Cat_6,B
6533,466509,Male,Yes,56,No,Executive,1.0,Average,3.0,Cat_6,B
6693,464328,Male,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,B
3655,467039,Male,Yes,26,No,Homemaker,9.0,Average,2.0,Cat_6,A
23,459168,Female,No,36,Yes,Artist,5.0,Low,2.0,Cat_6,B
4155,460402,Female,Yes,50,Yes,Doctor,1.0,Low,2.0,Cat_7,A
5595,459171,Male,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_6,C
7769,462428,Male,Yes,67,Yes,Entertainment,2.0,Average,3.0,Cat_6,C
892,460433,Female,No,45,No,Entertainment,8.0,Low,2.0,Cat_6,A
4832,463982,Female,No,25,Yes,Healthcare,,Low,2.0,Cat_4,A
1054,459677,Male,Yes,25,Yes,Artist,8.0,Average,2.0,Cat_6,B
5703,459794,Male,Yes,52,Yes,Artist,0.0,Low,2.0,Cat_6,B
7980,459911,Male,No,19,No,Healthcare,4.0,Low,6.0,Cat_2,D
1847,460418,Female,No,35,Yes,Entertainment,9.0,Low,2.0,Cat_6,A
6765,461053,Male,Yes,39,No,Executive,,High,4.0,Cat_3,D
6330,465531,Female,No,40,Yes,Homemaker,9.0,Low,,Cat_6,D
5021,465019,Male,Yes,53,Yes,Artist,0.0,Low,3.0,Cat_6,A
4171,467895,Female,No,27,Yes,Healthcare,0.0,Low,4.0,Cat_6,C
6870,467753,Female,Yes,69,No,Artist,0.0,High,2.0,Cat_6,C
7372,463611,Male,No,62,Yes,Artist,0.0,Low,,Cat_6,A
6272,465812,Male,Yes,47,No,Artist,0.0,Average,5.0,Cat_4,A
612,462705,Female,Yes,69,No,Lawyer,0.0,Average,2.0,Cat_6,C
4492,463283,Female,No,48,Yes,Artist,1.0,Low,1.0,Cat_3,B
2065,466929,Female,No,33,Yes,Homemaker,11.0,Low,,Cat_6,D
1265,464083,Male,Yes,65,No,Lawyer,0.0,High,2.0,Cat_6,C
5256,463762,Male,Yes,31,No,Executive,1.0,High,3.0,Cat_6,A
1278,464084,Male,No,25,No,Healthcare,1.0,Low,5.0,Cat_4,D
5512,465850,Female,No,21,No,Healthcare,9.0,Low,7.0,Cat_4,D
742,467287,Male,No,28,Yes,Entertainment,,Low,3.0,Cat_4,D
1471,464472,Female,No,27,Yes,Artist,0.0,Low,3.0,Cat_6,C
599,467373,Male,No,31,Yes,Healthcare,,Low,1.0,Cat_6,D
147,461740,Male,Yes,80,Yes,Lawyer,1.0,Low,1.0,Cat_6,B
1243,459188,Male,No,27,No,Healthcare,1.0,Low,3.0,Cat_6,C
1178,463615,Female,Yes,58,Yes,Artist,,Average,2.0,Cat_6,C
5610,463750,Male,Yes,41,Yes,Artist,3.0,Average,3.0,Cat_6,C
7230,467412,Male,Yes,35,Yes,Executive,6.0,Average,4.0,Cat_6,B
2165,463879,Male,Yes,45,Yes,Executive,0.0,High,2.0,Cat_6,C
5615,460893,Male,No,57,Yes,Entertainment,4.0,Low,1.0,,A
1752,467671,Female,Yes,52,Yes,Artist,9.0,Low,4.0,Cat_6,C
3510,461945,Female,Yes,87,Yes,Artist,0.0,Low,1.0,Cat_6,C
6787,465788,Male,No,22,No,Healthcare,1.0,Low,6.0,Cat_4,D
1194,462358,Male,Yes,37,No,Doctor,4.0,Average,2.0,Cat_6,A
3295,463794,Female,No,32,Yes,Healthcare,,Low,5.0,Cat_2,D
4654,463130,Female,Yes,78,No,Lawyer,1.0,High,2.0,Cat_6,B
1527,462468,Female,No,30,Yes,Healthcare,2.0,Low,5.0,Cat_6,D
2550,460050,Male,Yes,50,Yes,Entertainment,3.0,Low,2.0,Cat_6,A
3136,459359,Male,Yes,46,Yes,Entertainment,,Average,4.0,Cat_6,C
6525,467493,Male,Yes,47,Yes,Executive,1.0,High,4.0,,B
3595,465768,Female,No,37,Yes,Artist,7.0,Low,4.0,Cat_4,A
7112,460155,Female,Yes,53,Yes,Artist,2.0,High,2.0,Cat_2,C
5148,466145,Male,Yes,56,No,Entertainment,1.0,Average,3.0,Cat_6,C
7016,467378,Female,Yes,56,Yes,Artist,1.0,Average,2.0,Cat_6,C
2031,459741,Male,Yes,66,No,Lawyer,0.0,High,3.0,Cat_6,B
7081,463785,Female,No,27,No,Healthcare,0.0,Low,4.0,Cat_4,C
5415,460264,Female,Yes,35,Yes,Entertainment,0.0,Low,4.0,Cat_1,A
4290,466160,Female,Yes,51,Yes,Engineer,1.0,Average,2.0,Cat_6,C
379,460280,Male,Yes,39,Yes,Entertainment,0.0,Low,1.0,Cat_6,D
2108,466762,Male,Yes,63,Yes,Homemaker,1.0,Low,3.0,Cat_6,B
1182,460734,Male,Yes,35,Yes,Entertainment,8.0,Average,,Cat_2,D
1579,464582,Female,Yes,63,Yes,Marketing,0.0,Low,2.0,Cat_6,D
3089,466439,Male,Yes,61,No,Engineer,0.0,Low,4.0,Cat_6,D
6820,464237,Female,Yes,47,Yes,Artist,0.0,Low,3.0,Cat_6,B
1014,461460,Male,Yes,43,Yes,Executive,7.0,High,3.0,Cat_6,B
3630,467111,Male,Yes,72,Yes,Artist,0.0,Low,1.0,Cat_6,B
1291,466260,Male,Yes,43,Yes,Entertainment,0.0,Average,2.0,Cat_6,B
2519,467028,Male,No,27,Yes,Artist,0.0,Low,1.0,Cat_6,D
5254,463042,Male,Yes,51,No,Executive,,High,4.0,Cat_6,C
886,461762,Female,Yes,63,Yes,Artist,0.0,High,2.0,Cat_6,C
2218,462499,Female,,72,No,Lawyer,8.0,Average,2.0,Cat_6,D
4117,465706,Female,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_6,C
2281,467792,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,D
6383,465476,Female,No,28,No,Healthcare,3.0,Low,2.0,Cat_6,A
6153,467568,Male,No,42,Yes,Artist,8.0,Low,,Cat_6,A
2646,461681,Male,No,31,Yes,Healthcare,9.0,Low,3.0,Cat_7,D
4177,464124,Female,Yes,74,Yes,Doctor,1.0,Low,2.0,Cat_6,B
4677,459740,Female,No,20,No,Healthcare,0.0,Low,3.0,Cat_6,D
3869,459233,Female,Yes,53,Yes,Marketing,6.0,Low,1.0,Cat_6,D
6269,463082,Male,No,32,Yes,Healthcare,9.0,Low,5.0,Cat_6,D
2598,460389,Female,Yes,42,Yes,Healthcare,9.0,Average,2.0,Cat_6,D
7867,460725,Male,Yes,41,Yes,Artist,0.0,High,2.0,Cat_2,B
3677,465773,Male,No,29,No,Entertainment,8.0,Low,4.0,Cat_6,D
3755,464294,Male,Yes,68,No,Executive,1.0,High,2.0,Cat_6,C
1480,466430,Female,Yes,51,No,Engineer,0.0,Low,4.0,Cat_6,A
5016,459344,Female,Yes,76,Yes,Artist,1.0,High,2.0,Cat_6,C
7914,464515,Male,No,27,No,Healthcare,0.0,Low,4.0,Cat_6,D
5208,460953,Male,Yes,59,No,Entertainment,1.0,Low,2.0,Cat_6,D
7985,462471,Male,No,30,Yes,Artist,1.0,Low,1.0,Cat_6,A
7526,463834,Female,Yes,41,Yes,Engineer,1.0,Average,4.0,Cat_6,C
6869,463743,Male,No,32,No,Artist,0.0,Low,4.0,Cat_6,D
2024,467658,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_3,D
3675,459083,Male,Yes,58,Yes,Artist,8.0,Average,3.0,,C
3748,459363,Male,No,53,Yes,Artist,2.0,Low,1.0,Cat_6,A
4196,467966,Female,No,31,Yes,Entertainment,9.0,Low,3.0,Cat_7,D
4879,464473,Female,Yes,60,Yes,Artist,0.0,Average,4.0,Cat_6,C
4221,461802,Male,No,37,Yes,Artist,1.0,Low,4.0,Cat_6,B
7491,465484,Female,Yes,57,Yes,Artist,0.0,Low,2.0,Cat_6,B
4327,459153,Female,Yes,75,Yes,,0.0,High,2.0,Cat_6,B
673,458990,Female,Yes,71,No,Lawyer,1.0,High,3.0,Cat_6,D
1797,462546,Female,No,21,No,Executive,8.0,Low,,Cat_7,D
7777,465430,Male,No,28,No,Healthcare,4.0,Low,5.0,Cat_7,C
4282,467553,Female,No,32,Yes,Healthcare,8.0,Low,3.0,Cat_6,D
5425,463109,Male,Yes,61,Yes,Executive,9.0,High,2.0,Cat_6,C
4045,461957,Male,Yes,47,Yes,Entertainment,1.0,Average,4.0,Cat_6,C
5337,466680,Male,No,22,No,Engineer,0.0,Low,4.0,Cat_6,D
7709,464738,Female,Yes,66,No,Engineer,0.0,Average,2.0,Cat_4,A
971,463729,Female,No,32,No,Artist,,Low,5.0,Cat_1,B
659,462289,Male,Yes,60,Yes,Artist,0.0,Average,4.0,Cat_3,A
6461,467124,Male,Yes,57,No,,1.0,Average,2.0,Cat_4,B
2834,467478,Female,Yes,39,Yes,Artist,0.0,Average,4.0,Cat_6,C
6553,461257,Male,Yes,41,Yes,Engineer,1.0,Average,2.0,Cat_4,C
258,460197,Male,No,38,Yes,Artist,8.0,Low,3.0,Cat_2,A
722,463302,Female,Yes,58,Yes,Engineer,,High,4.0,Cat_6,B
4668,466146,Female,Yes,41,No,Engineer,8.0,Average,3.0,Cat_6,C
2783,460678,Female,No,31,No,Doctor,6.0,Low,2.0,Cat_3,A
7865,467569,Male,No,19,No,Healthcare,,Low,4.0,Cat_6,D
1737,462566,Female,Yes,27,No,Doctor,0.0,Low,,Cat_3,C
7018,461087,Female,Yes,29,No,Artist,0.0,Average,2.0,Cat_3,A
68,465233,Male,Yes,57,Yes,Artist,0.0,Average,4.0,Cat_6,B
216,459528,Female,Yes,52,Yes,Doctor,0.0,Average,2.0,Cat_6,C
5183,459038,Female,No,18,No,Healthcare,1.0,Low,4.0,Cat_6,D
6084,461144,Female,No,23,No,Lawyer,0.0,Low,6.0,Cat_3,B
7314,466425,Male,Yes,32,Yes,Entertainment,1.0,Average,2.0,Cat_3,A
5197,459799,Male,Yes,47,Yes,Artist,1.0,Low,2.0,Cat_6,B
3332,463200,Male,Yes,42,Yes,Entertainment,0.0,Average,2.0,Cat_4,A
7655,460637,Female,No,19,No,Healthcare,,Low,,Cat_3,D
5099,459779,Female,Yes,62,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
5224,459920,Female,Yes,51,Yes,Artist,6.0,High,2.0,Cat_4,B
3374,465271,Male,Yes,47,No,Executive,0.0,High,5.0,Cat_6,B
3196,465816,Male,Yes,51,No,Executive,9.0,Average,3.0,Cat_4,A
7006,466092,Male,Yes,65,Yes,Artist,1.0,Average,4.0,Cat_6,B
6717,464287,Male,Yes,35,Yes,Artist,,Average,3.0,Cat_2,C
3239,461718,Female,Yes,48,No,Executive,9.0,Average,3.0,Cat_2,B
5750,461579,Female,Yes,43,Yes,Artist,4.0,High,3.0,Cat_6,C
1377,460511,Female,No,31,No,Doctor,0.0,Low,4.0,Cat_3,D
2608,467306,Female,Yes,58,Yes,Artist,0.0,Average,5.0,Cat_6,C
7562,462739,Male,Yes,46,Yes,Artist,0.0,Low,2.0,Cat_6,A
5993,467853,Female,Yes,63,Yes,Artist,1.0,Average,5.0,Cat_3,C
7792,464115,Female,No,38,Yes,Engineer,0.0,Low,3.0,Cat_6,D
5636,466937,Male,Yes,62,No,Entertainment,1.0,Average,2.0,Cat_6,B
5818,464004,Female,Yes,26,No,Marketing,0.0,Low,5.0,Cat_4,D
1974,466942,Female,No,29,Yes,Healthcare,1.0,Low,4.0,Cat_6,D
5622,463450,Male,No,26,Yes,Healthcare,1.0,Low,3.0,Cat_6,B
2325,465849,Female,No,32,Yes,Doctor,5.0,Low,3.0,Cat_4,A
5123,467712,Male,Yes,50,Yes,,1.0,Average,4.0,Cat_7,A
6047,461809,Male,No,30,Yes,Doctor,3.0,Low,2.0,Cat_6,D
1552,467209,Female,No,35,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
1794,459508,Female,No,23,No,Healthcare,,Low,3.0,Cat_6,D
853,467362,Male,Yes,73,No,Executive,1.0,Low,1.0,Cat_6,B
2222,467721,Male,No,41,Yes,Entertainment,0.0,Low,1.0,Cat_4,D
501,462688,Female,Yes,29,Yes,Healthcare,8.0,Low,3.0,Cat_3,D
7203,463051,Female,No,42,Yes,Homemaker,10.0,Low,1.0,Cat_6,A
3863,460404,Male,Yes,38,Yes,Artist,5.0,Low,7.0,Cat_6,A
5204,465529,Female,No,33,No,Doctor,0.0,Low,4.0,Cat_6,A
4721,459732,Male,Yes,72,Yes,Executive,1.0,High,5.0,Cat_6,A
7813,464447,Male,Yes,69,Yes,Artist,0.0,Low,1.0,Cat_6,D
5850,463169,Female,Yes,85,Yes,Lawyer,0.0,Low,1.0,Cat_3,D
4016,462991,Male,No,28,Yes,Healthcare,0.0,Low,1.0,Cat_6,D
587,465155,Male,Yes,77,Yes,Lawyer,1.0,Low,1.0,Cat_6,C
4262,463349,Male,No,20,No,Healthcare,5.0,Low,5.0,Cat_2,D
1811,463479,Male,No,30,No,Executive,1.0,Low,2.0,Cat_6,D
3820,463689,Female,Yes,40,Yes,Doctor,1.0,Low,,Cat_6,B
1601,463873,Male,Yes,57,Yes,Artist,1.0,Average,5.0,Cat_6,C
1295,464378,Female,Yes,40,Yes,Artist,9.0,Average,2.0,Cat_6,B
4222,462527,Male,Yes,43,No,Artist,4.0,Average,2.0,Cat_6,C
4140,467973,Female,Yes,66,Yes,Engineer,0.0,Average,3.0,Cat_6,A
2822,464139,Female,No,27,No,Healthcare,14.0,Low,1.0,Cat_6,D
6188,467609,Male,No,36,No,Artist,2.0,Low,4.0,Cat_6,A
5651,459154,Male,Yes,88,Yes,Lawyer,0.0,High,2.0,Cat_6,A
3313,462973,Male,Yes,39,Yes,Artist,9.0,Average,2.0,Cat_3,B
5979,466497,Male,No,83,Yes,Lawyer,0.0,Low,1.0,Cat_6,D
6601,466576,Female,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,D
5263,461445,Male,Yes,52,Yes,Artist,3.0,Average,4.0,Cat_6,C
2893,462220,Female,No,18,No,Healthcare,7.0,Low,3.0,Cat_4,D
5287,463591,Male,No,22,No,Healthcare,,Low,4.0,Cat_6,D
2732,461637,Male,Yes,51,Yes,Artist,1.0,Low,2.0,Cat_7,B
7725,467357,Male,Yes,60,Yes,,0.0,Low,2.0,Cat_6,D
3590,460282,Male,Yes,40,No,Executive,0.0,Low,3.0,Cat_6,D
7875,461655,Female,Yes,35,Yes,Homemaker,9.0,Average,2.0,Cat_6,A
6313,459447,Male,Yes,53,Yes,Artist,9.0,Low,1.0,Cat_6,B
386,467668,Female,Yes,49,Yes,Artist,,Average,3.0,Cat_7,C
7303,459829,Male,Yes,53,Yes,Artist,3.0,High,3.0,Cat_7,D
924,466995,Female,No,35,Yes,Artist,8.0,Low,,Cat_6,A
1174,460246,Male,Yes,46,Yes,Artist,4.0,Low,2.0,Cat_6,B
6439,461713,Female,No,27,Yes,Artist,1.0,Low,5.0,Cat_6,C
1954,461023,Male,Yes,65,No,Lawyer,,High,2.0,Cat_3,B
1623,466037,Female,No,53,No,Entertainment,1.0,Low,1.0,Cat_4,A
3756,461923,Female,Yes,42,Yes,Artist,2.0,Average,2.0,Cat_6,C
6780,460650,Female,,20,No,Homemaker,13.0,Low,1.0,Cat_4,D
7252,465718,Female,Yes,49,Yes,Marketing,9.0,Low,2.0,Cat_6,C
7668,467491,Male,Yes,47,Yes,Artist,1.0,Average,4.0,Cat_6,C
4231,460187,Female,No,38,Yes,Doctor,4.0,Low,3.0,Cat_6,A
6292,461632,Male,No,25,Yes,Artist,,Low,1.0,Cat_6,D
470,467162,Female,No,26,No,Homemaker,9.0,Low,,Cat_4,D
3620,463248,Female,Yes,26,No,Homemaker,8.0,Average,4.0,Cat_2,D
5403,461345,Male,No,27,No,Doctor,0.0,Low,3.0,Cat_6,D
303,466597,Female,No,19,No,Healthcare,1.0,Low,2.0,Cat_6,D
5511,461085,Female,No,31,No,Engineer,1.0,Low,1.0,Cat_3,A
2230,465953,Female,No,50,Yes,Artist,1.0,Low,1.0,Cat_6,D
7422,466083,Female,No,21,No,Marketing,2.0,Low,2.0,Cat_3,D
6689,464230,Male,No,33,No,Engineer,0.0,Low,4.0,Cat_1,D
3934,462371,Female,No,27,No,Healthcare,5.0,Low,3.0,Cat_2,D
3472,466951,Female,Yes,52,Yes,Artist,0.0,High,3.0,Cat_6,C
4036,467359,Male,Yes,41,Yes,Artist,6.0,Average,2.0,Cat_6,C
2100,461361,Female,No,31,Yes,Healthcare,9.0,Low,7.0,Cat_5,D
2780,460581,Male,Yes,27,Yes,Healthcare,2.0,Average,2.0,Cat_3,A
3933,462246,Female,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,B
4682,460990,Male,No,22,No,Healthcare,1.0,Low,3.0,Cat_6,D
4071,463634,Female,No,30,Yes,Doctor,0.0,Low,3.0,Cat_6,A
4108,461979,Male,Yes,35,Yes,Artist,9.0,Average,2.0,Cat_6,C
4681,459271,Female,No,55,Yes,Artist,1.0,Low,1.0,Cat_6,A
11,464942,Male,No,19,No,Healthcare,4.0,Low,4.0,Cat_4,D
6896,461122,Male,Yes,26,No,Entertainment,8.0,Low,2.0,Cat_4,D
7183,463861,Male,Yes,37,Yes,Artist,1.0,Low,1.0,Cat_3,A
1168,466987,Male,Yes,63,No,Artist,5.0,Average,2.0,Cat_6,C
7662,461694,Male,No,32,Yes,Doctor,0.0,Low,4.0,Cat_4,D
7672,465921,Female,No,25,Yes,Artist,8.0,Low,1.0,Cat_6,B
7118,461666,Female,Yes,35,Yes,Artist,0.0,High,2.0,Cat_7,C
5552,460391,Male,Yes,21,No,Entertainment,0.0,Low,3.0,Cat_6,D
7778,463119,Female,Yes,88,Yes,Lawyer,,High,2.0,Cat_6,C
3179,461306,Male,No,21,No,Doctor,,Low,4.0,Cat_6,C
3280,465296,Female,Yes,76,Yes,Lawyer,5.0,High,3.0,Cat_6,A
6033,461299,Female,Yes,76,Yes,Lawyer,1.0,High,2.0,Cat_6,C
3889,467257,Male,No,22,No,Healthcare,10.0,Low,4.0,Cat_6,D
6853,461752,Male,Yes,67,Yes,Doctor,1.0,Average,3.0,Cat_6,C
7632,462624,Male,Yes,31,No,Entertainment,1.0,Low,6.0,Cat_4,D
