index,index,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
4634,4809,462449,Male,No,19,No,Healthcare,1.0,Low,3.0,Cat_6,0.0
4855,1523,459657,Male,Yes,84,Yes,Lawyer,1.0,High,2.0,Cat_6,1.0
3158,5336,464229,Female,No,26,No,Engineer,2.0,Low,7.0,Cat_6,0.0
5548,2894,465737,Female,Yes,49,Yes,Engineer,6.0,Low,3.0,Cat_3,0.0
1539,4983,466932,Female,No,49,Yes,Doctor,,Low,2.0,Cat_6,0.0
1882,4390,467463,Female,Yes,39,Yes,Artist,8.0,Average,3.0,Cat_6,1.0
3284,834,467123,Female,Yes,50,Yes,Executive,4.0,High,3.0,Cat_6,1.0
3766,774,464103,Male,Yes,47,Yes,Artist,3.0,Average,2.0,Cat_6,1.0
1523,4403,465188,Female,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_6,1.0
5321,6874,466811,Male,No,22,No,Healthcare,0.0,Low,,Cat_4,0.0
4191,7848,466542,Female,Yes,73,Yes,Lawyer,1.0,High,2.0,Cat_6,1.0
4481,4993,459512,Male,Yes,65,Yes,Lawyer,0.0,High,2.0,Cat_6,1.0
5351,1126,462731,Female,Yes,43,Yes,Artist,5.0,High,3.0,Cat_6,1.0
916,2444,466953,Male,Yes,42,Yes,Artist,2.0,Average,2.0,Cat_6,1.0
3852,1138,467602,Female,No,30,No,Entertainment,1.0,Low,4.0,Cat_6,0.0
4398,5526,462826,Male,No,22,No,Healthcare,0.0,Low,3.0,Cat_3,0.0
3186,328,462618,Female,No,32,Yes,Healthcare,1.0,Low,5.0,Cat_4,0.0
1886,3433,467581,Female,Yes,33,Yes,Engineer,2.0,Average,2.0,Cat_6,0.0
1912,6860,462370,Male,Yes,35,Yes,Executive,4.0,High,3.0,Cat_6,1.0
3255,1698,459757,Male,Yes,67,Yes,Artist,1.0,Average,2.0,Cat_6,1.0
4742,790,466361,Female,Yes,72,Yes,Lawyer,1.0,High,2.0,Cat_6,1.0
159,1914,463232,Female,No,23,No,Healthcare,2.0,Low,5.0,Cat_6,0.0
3036,6450,462393,Female,No,26,Yes,Entertainment,6.0,Low,2.0,Cat_6,0.0
655,4186,464743,Male,Yes,45,Yes,Entertainment,0.0,Average,2.0,Cat_4,1.0
2332,726,464806,Male,Yes,25,No,Executive,1.0,Low,2.0,Cat_4,0.0
6256,4534,460495,Male,No,21,No,Healthcare,0.0,Low,6.0,Cat_3,0.0
1953,5512,465850,Female,No,21,No,Healthcare,9.0,Low,7.0,Cat_4,0.0
3796,326,465758,Female,Yes,37,No,Engineer,7.0,Low,1.0,Cat_4,0.0
3248,2530,463505,Male,No,31,Yes,Healthcare,,Low,1.0,Cat_6,0.0
6349,497,463035,Female,Yes,42,No,Homemaker,3.0,Average,4.0,Cat_6,0.0
1234,2273,461069,Female,No,19,No,Healthcare,,Low,,Cat_3,0.0
4150,28,465882,Male,No,35,Yes,Artist,0.0,Low,1.0,Cat_6,1.0
4691,6195,464835,Male,No,19,No,Healthcare,1.0,Low,6.0,Cat_4,0.0
4978,2396,459707,Female,Yes,74,Yes,Lawyer,,Low,,Cat_6,0.0
5998,2330,462759,Male,No,22,No,Healthcare,,Low,5.0,Cat_2,0.0
6254,6008,465985,Male,No,31,Yes,Artist,1.0,Low,3.0,Cat_6,0.0
6125,6448,466553,Male,Yes,39,Yes,Healthcare,1.0,Low,3.0,Cat_6,0.0
2080,7813,464447,Male,Yes,69,Yes,Artist,0.0,Low,1.0,Cat_6,0.0
1270,6985,460585,Male,No,49,No,Entertainment,1.0,Low,3.0,Cat_3,0.0
6196,7912,462601,Female,Yes,67,No,Lawyer,1.0,High,4.0,Cat_4,0.0
1885,7837,463016,Male,Yes,58,Yes,Artist,1.0,Low,2.0,Cat_6,1.0
660,21,459675,Female,No,18,No,Healthcare,3.0,Low,4.0,Cat_6,0.0
3050,3131,460141,Male,No,35,Yes,Artist,13.0,Low,1.0,Cat_6,1.0
3019,4784,459370,Male,No,18,No,Healthcare,13.0,Low,4.0,Cat_6,0.0
4169,1304,463539,Male,Yes,59,Yes,Artist,1.0,Average,2.0,Cat_4,1.0
962,6826,462484,Male,Yes,67,Yes,Artist,0.0,Low,1.0,Cat_6,0.0
475,231,463467,Female,No,23,No,Healthcare,0.0,Low,4.0,,0.0
1871,2386,465928,Female,No,32,Yes,Healthcare,6.0,Low,3.0,Cat_6,0.0
5805,1888,464671,Male,No,30,No,Entertainment,1.0,Low,2.0,Cat_4,0.0
2943,5293,464593,Female,No,35,Yes,Doctor,1.0,Low,4.0,Cat_2,1.0
885,737,465248,Female,No,18,No,Healthcare,3.0,Low,3.0,Cat_2,0.0
4491,7920,460810,Female,Yes,89,No,Lawyer,1.0,High,2.0,Cat_6,0.0
4157,1401,464032,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,0.0
1928,6693,464328,Male,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,1.0
5450,177,461081,Female,No,20,No,Healthcare,2.0,Low,6.0,Cat_6,0.0
3825,6781,466738,Female,No,27,Yes,Healthcare,0.0,Low,,Cat_6,0.0
2813,5757,465196,Female,No,33,Yes,Artist,3.0,Low,2.0,Cat_4,0.0
6207,7015,464752,Female,Yes,46,,Marketing,,Low,1.0,Cat_4,0.0
138,3988,460413,Female,No,39,Yes,Artist,7.0,Low,1.0,Cat_6,1.0
2797,3847,464264,Female,Yes,86,No,Lawyer,8.0,High,2.0,Cat_6,1.0
56,8009,464533,Male,Yes,37,No,Executive,,High,6.0,Cat_6,1.0
5813,7906,463468,Male,Yes,43,Yes,Artist,,Average,4.0,Cat_6,1.0
4130,5662,459522,Male,Yes,47,Yes,Entertainment,,Average,4.0,Cat_6,1.0
1984,1182,460734,Male,Yes,35,Yes,Entertainment,8.0,Average,,Cat_2,0.0
1178,2872,459078,Male,Yes,70,Yes,Lawyer,0.0,High,2.0,Cat_6,1.0
4575,6174,459275,Female,No,18,No,Doctor,2.0,Low,4.0,Cat_6,0.0
1970,1527,462468,Female,No,30,Yes,Healthcare,2.0,Low,5.0,Cat_6,0.0
1481,189,460263,Male,Yes,40,Yes,Artist,0.0,Low,2.0,Cat_6,1.0
1904,2002,466679,Female,No,43,Yes,Artist,8.0,Low,2.0,Cat_6,1.0
2632,3726,460913,Male,,22,No,Healthcare,1.0,Low,5.0,Cat_4,0.0
2746,5520,461135,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,0.0
4881,3496,464625,Female,No,48,Yes,Artist,0.0,Low,2.0,Cat_6,1.0
14,1460,460859,Male,Yes,50,Yes,Entertainment,,Low,4.0,Cat_6,0.0
87,3105,466133,Female,No,21,No,Healthcare,7.0,Low,5.0,Cat_2,0.0
4316,4931,467566,Male,Yes,49,No,Executive,,High,3.0,Cat_6,1.0
3771,7781,461219,Female,No,28,Yes,Healthcare,8.0,Low,3.0,Cat_6,0.0
176,6790,459437,Male,Yes,68,Yes,Lawyer,,High,2.0,Cat_6,1.0
2088,1295,464378,Female,Yes,40,Yes,Artist,9.0,Average,2.0,Cat_6,1.0
3739,6875,467158,Female,No,25,No,Healthcare,0.0,Low,,Cat_6,0.0
5888,831,464555,Male,Yes,31,Yes,Marketing,13.0,High,4.0,Cat_4,0.0
3060,8065,465406,Female,No,33,Yes,Healthcare,1.0,Low,1.0,Cat_6,0.0
4614,6215,461409,Male,Yes,43,No,Artist,1.0,High,3.0,Cat_6,1.0
119,6984,466043,Female,Yes,46,Yes,Artist,1.0,Average,4.0,Cat_6,1.0
3866,7207,467091,Female,No,42,Yes,Entertainment,1.0,Low,3.0,Cat_6,0.0
1592,5362,466614,Male,No,21,No,Healthcare,1.0,Low,6.0,Cat_5,0.0
2999,2284,464654,Female,Yes,39,No,Engineer,1.0,Average,4.0,Cat_4,1.0
3242,7805,465007,Male,Yes,74,Yes,Lawyer,1.0,Low,1.0,Cat_6,0.0
2104,6313,459447,Male,Yes,53,Yes,Artist,9.0,Low,1.0,Cat_6,1.0
4185,6577,459152,Female,No,40,Yes,Artist,8.0,Low,2.0,Cat_6,1.0
2113,6780,460650,Female,,20,No,Homemaker,13.0,Low,1.0,Cat_4,0.0
1966,6787,465788,Male,No,22,No,Healthcare,1.0,Low,6.0,Cat_4,0.0
5121,7961,466875,Female,No,36,Yes,Marketing,0.0,Low,2.0,Cat_3,0.0
6424,7295,464589,Male,Yes,30,No,Entertainment,11.0,Low,2.0,Cat_5,0.0
299,803,466188,Male,Yes,59,Yes,Artist,4.0,Low,1.0,Cat_4,1.0
6214,2892,467290,Female,No,23,No,Healthcare,0.0,Low,,Cat_6,0.0
4808,7205,466812,Male,No,31,No,Homemaker,14.0,Low,1.0,Cat_6,0.0
3485,2160,466088,Female,No,31,No,Healthcare,0.0,Low,7.0,Cat_6,1.0
4941,124,462104,Male,Yes,39,No,Entertainment,9.0,Low,2.0,Cat_3,0.0
2464,4491,462198,Female,No,39,No,Engineer,2.0,Low,,Cat_3,0.0
2741,4418,463559,Female,Yes,48,Yes,Engineer,1.0,High,3.0,Cat_6,1.0
1340,5049,466418,Male,Yes,85,No,Lawyer,0.0,Low,1.0,Cat_4,0.0
5257,2399,463173,Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_3,1.0
37,7166,462938,Female,No,50,Yes,Artist,6.0,Low,1.0,Cat_6,1.0
5811,7622,465736,Female,No,36,Yes,Artist,8.0,Low,2.0,Cat_3,1.0
618,560,467785,Male,Yes,43,No,Artist,1.0,Low,2.0,Cat_6,1.0
3996,3006,464073,Female,No,46,Yes,Engineer,1.0,Low,2.0,Cat_7,0.0
3875,1844,464089,Female,Yes,40,Yes,Artist,5.0,High,5.0,,1.0
2990,7686,467657,Male,No,23,No,Healthcare,0.0,Low,4.0,Cat_3,0.0
6328,3034,466054,Female,Yes,33,No,Homemaker,8.0,Average,4.0,Cat_4,0.0
776,590,462677,Female,No,43,Yes,Artist,2.0,Low,4.0,Cat_6,1.0
1207,6877,466560,Male,Yes,40,No,Executive,0.0,Average,4.0,Cat_4,0.0
4480,2974,464511,Male,Yes,52,Yes,Marketing,1.0,Low,3.0,Cat_3,0.0
5994,3445,461773,Male,Yes,69,Yes,Entertainment,1.0,High,3.0,Cat_6,1.0
1064,7945,465843,Female,No,37,Yes,Artist,0.0,Low,1.0,Cat_2,1.0
5080,167,463497,Male,No,32,Yes,Artist,0.0,Low,5.0,Cat_6,0.0
46,1375,463492,Male,No,22,No,Healthcare,,Low,4.0,Cat_6,0.0
5733,7535,467861,Female,No,27,No,Artist,,Low,4.0,Cat_4,0.0
5400,2061,466586,Male,No,21,No,Healthcare,0.0,Low,2.0,Cat_6,0.0
683,7786,467536,Male,Yes,82,No,Executive,1.0,Low,1.0,Cat_6,0.0
5852,848,461227,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,0.0
1926,1210,461599,Female,No,42,Yes,Artist,8.0,Low,1.0,Cat_6,1.0
1394,7812,463070,Male,Yes,68,No,Entertainment,1.0,Low,1.0,Cat_6,0.0
5830,5893,462638,Female,No,33,Yes,Engineer,,Low,2.0,Cat_4,0.0
1004,2275,463327,Male,Yes,40,No,Executive,1.0,Low,5.0,Cat_5,0.0
3872,6127,460595,Male,Yes,21,No,Doctor,1.0,Low,3.0,Cat_3,0.0
5832,841,460385,Male,No,31,Yes,Healthcare,0.0,Low,4.0,Cat_6,0.0
5072,2709,460864,Female,No,20,No,Artist,0.0,Low,3.0,Cat_6,0.0
1124,8021,462655,Male,No,38,Yes,Entertainment,0.0,Low,2.0,Cat_4,0.0
3839,3392,465587,Male,Yes,42,Yes,Entertainment,,Low,5.0,Cat_3,1.0
4164,7300,464498,Male,Yes,45,Yes,Artist,,Average,3.0,Cat_3,1.0
4586,7733,461965,Male,No,19,No,Healthcare,0.0,Low,6.0,Cat_6,0.0
5055,5523,465839,Male,No,19,No,Healthcare,,Low,4.0,Cat_6,0.0
269,2792,462297,Female,No,29,Yes,Artist,14.0,Low,2.0,Cat_6,1.0
5828,7717,462628,Female,Yes,28,No,,,Average,3.0,Cat_4,0.0
874,7808,460486,Female,No,18,No,Healthcare,12.0,Low,3.0,Cat_3,0.0
4674,3418,464242,Male,No,37,Yes,Engineer,1.0,Low,3.0,Cat_6,0.0
4565,96,459976,Female,No,38,Yes,Artist,0.0,Low,1.0,Cat_6,0.0
469,5789,465676,Female,Yes,51,Yes,Entertainment,,Average,2.0,Cat_4,1.0
5846,5958,467371,Male,No,30,Yes,Healthcare,1.0,Low,4.0,Cat_6,1.0
5984,1901,460955,Male,No,19,No,Healthcare,,Low,5.0,Cat_4,0.0
1074,1297,460266,Male,No,22,No,Healthcare,0.0,Low,8.0,Cat_6,0.0
3251,5414,459426,Male,No,23,No,,1.0,Low,4.0,Cat_6,0.0
1548,4827,462041,Female,No,22,No,Doctor,0.0,Low,2.0,Cat_4,0.0
3949,7849,459482,Male,Yes,66,No,Marketing,1.0,Low,4.0,Cat_6,0.0
5388,5689,467230,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,0.0
4453,906,460800,Male,No,52,Yes,Artist,1.0,Low,3.0,Cat_3,1.0
952,5232,466229,Male,Yes,56,Yes,Executive,0.0,High,1.0,Cat_6,1.0
470,691,463451,Female,No,30,No,Doctor,0.0,Low,4.0,Cat_6,0.0
4187,6918,462970,Male,Yes,28,No,Doctor,0.0,Average,2.0,Cat_6,0.0
2984,3265,465874,Female,No,26,Yes,Artist,1.0,Low,2.0,Cat_6,0.0
1269,2402,463063,Female,No,25,No,Marketing,,Low,7.0,Cat_2,1.0
3847,5980,465027,Male,Yes,41,Yes,Doctor,0.0,Low,2.0,Cat_6,1.0
41,138,463823,Female,No,29,No,Marketing,8.0,Low,4.0,Cat_6,0.0
5143,3809,467554,Female,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_6,0.0
1647,4164,467724,Male,Yes,46,No,Artist,1.0,High,3.0,Cat_6,1.0
5228,6508,459268,Female,No,33,No,Homemaker,7.0,Low,,Cat_6,0.0
163,2501,460542,Female,Yes,81,No,Lawyer,1.0,Low,,Cat_3,1.0
59,4708,460150,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_4,0.0
3726,4765,464055,Male,Yes,32,Yes,Doctor,0.0,Low,,,0.0
114,2996,463809,Female,No,30,Yes,Healthcare,2.0,Low,3.0,Cat_6,1.0
457,6031,461347,Female,Yes,37,Yes,Artist,5.0,Average,3.0,Cat_6,1.0
2117,6292,461632,Male,No,25,Yes,Artist,,Low,1.0,Cat_6,0.0
4622,842,462551,Male,Yes,53,Yes,Doctor,14.0,Average,2.0,Cat_6,1.0
719,467,462651,Male,Yes,38,No,Executive,,High,5.0,Cat_4,0.0
1142,6697,462283,Male,No,25,No,Healthcare,4.0,Low,5.0,Cat_6,0.0
2033,6461,467124,Male,Yes,57,No,,1.0,Average,2.0,Cat_4,1.0
1249,3700,467214,Male,No,26,No,Engineer,0.0,Low,4.0,Cat_3,0.0
3082,1837,460781,Female,Yes,30,No,Entertainment,1.0,High,4.0,Cat_5,0.0
5958,5315,466167,Male,Yes,56,No,,1.0,Low,2.0,Cat_4,1.0
3037,7756,465987,Male,,20,No,Healthcare,1.0,Low,3.0,Cat_2,0.0
3597,2029,464872,Male,Yes,42,Yes,Artist,1.0,Low,4.0,Cat_4,1.0
2298,3272,460421,Male,Yes,30,Yes,Artist,,Low,1.0,Cat_7,1.0
3201,3578,466561,Female,No,19,No,Healthcare,3.0,Low,3.0,Cat_6,0.0
4788,6881,460851,Male,Yes,69,No,Doctor,0.0,Average,3.0,Cat_6,1.0
899,7123,463139,Male,Yes,60,Yes,Executive,1.0,High,6.0,Cat_2,1.0
6150,5591,465822,Female,Yes,52,Yes,Engineer,1.0,Average,5.0,Cat_4,1.0
2585,1079,460599,Female,No,31,No,Engineer,0.0,Low,1.0,Cat_3,0.0
505,868,459649,Male,Yes,39,Yes,Healthcare,1.0,Average,2.0,Cat_6,0.0
3365,4637,465327,Female,No,42,Yes,Entertainment,1.0,Low,1.0,Cat_6,0.0
1468,6718,466069,Female,Yes,49,Yes,Artist,0.0,High,4.0,,1.0
1623,2678,460441,Male,No,31,No,Healthcare,,Low,4.0,Cat_6,1.0
2447,4470,467280,Female,No,28,No,Entertainment,10.0,Low,2.0,Cat_6,0.0
5655,1469,465652,Female,Yes,31,No,Marketing,0.0,Low,2.0,Cat_2,0.0
4498,5229,466984,Female,No,43,Yes,Homemaker,9.0,Low,,Cat_6,0.0
4260,3164,464314,Male,Yes,68,No,Lawyer,0.0,Low,2.0,Cat_6,0.0
5877,2379,466112,Male,Yes,51,Yes,Entertainment,1.0,Average,2.0,Cat_6,1.0
5701,3175,464418,Male,Yes,43,Yes,Artist,8.0,Average,2.0,Cat_6,1.0
1326,7163,467168,Male,Yes,46,Yes,Artist,8.0,Average,2.0,Cat_1,1.0
266,7483,463346,Male,Yes,40,Yes,Healthcare,1.0,Low,3.0,Cat_6,0.0
736,4828,459539,Female,No,35,Yes,Healthcare,9.0,Low,1.0,Cat_6,0.0
4376,2726,461009,Female,No,22,No,Healthcare,6.0,Low,3.0,Cat_3,0.0
2707,7594,466351,Female,No,22,No,Healthcare,2.0,Low,3.0,Cat_4,0.0
4055,4033,465627,Female,No,37,Yes,Healthcare,1.0,Low,1.0,Cat_6,1.0
3551,3782,463345,Female,No,20,No,Healthcare,4.0,Low,4.0,Cat_6,0.0
5664,7511,460696,Male,Yes,73,No,Lawyer,1.0,Low,1.0,Cat_6,0.0
5576,6054,461878,Male,No,33,Yes,Healthcare,3.0,Low,1.0,Cat_6,0.0
2982,6418,467734,Male,Yes,79,Yes,Lawyer,2.0,High,2.0,Cat_6,1.0
5879,7446,466347,Male,Yes,71,No,Executive,5.0,Low,3.0,Cat_4,1.0
4263,2377,463642,Female,No,27,Yes,Healthcare,0.0,Low,3.0,Cat_2,1.0
2700,14,460849,Female,Yes,58,No,Doctor,0.0,Low,1.0,Cat_3,1.0
2854,7188,461273,Male,Yes,73,Yes,Entertainment,1.0,High,4.0,Cat_6,1.0
5268,5349,464450,Female,Yes,56,Yes,Artist,0.0,High,2.0,Cat_6,1.0
5985,3455,459977,Female,No,41,Yes,Artist,4.0,Low,1.0,Cat_6,0.0
88,4939,460135,Female,No,31,Yes,Healthcare,4.0,Low,3.0,Cat_6,1.0
6341,4872,462164,Female,Yes,62,Yes,Artist,9.0,Low,1.0,Cat_6,1.0
2040,7865,467569,Male,No,19,No,Healthcare,,Low,4.0,Cat_6,0.0
528,5472,464321,Female,No,28,,Engineer,0.0,Low,3.0,Cat_3,0.0
3262,1799,462852,Male,Yes,42,No,Engineer,9.0,Low,3.0,Cat_6,0.0
4305,753,464258,Female,Yes,88,No,Lawyer,0.0,High,2.0,Cat_6,1.0
4759,2158,466359,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,0.0
5148,2199,459590,Male,Yes,22,No,Executive,1.0,High,3.0,Cat_6,0.0
5399,3286,459917,Male,No,43,Yes,Artist,11.0,Low,1.0,Cat_3,1.0
1889,2087,460450,Male,Yes,52,Yes,Executive,1.0,High,4.0,Cat_4,1.0
2429,3262,461587,Male,No,26,Yes,Healthcare,0.0,Low,3.0,Cat_6,1.0
3535,1983,466120,Female,Yes,37,No,Marketing,0.0,Low,4.0,Cat_6,0.0
5247,6018,459948,Female,No,62,Yes,Engineer,0.0,Low,1.0,Cat_6,1.0
938,745,459778,Male,Yes,48,Yes,Entertainment,0.0,Average,4.0,Cat_6,1.0
5681,5635,465244,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_4,0.0
2962,993,467835,Male,Yes,58,No,Artist,9.0,Low,2.0,Cat_6,1.0
5162,3314,466551,Male,Yes,36,Yes,Artist,9.0,Average,2.0,Cat_6,1.0
4661,6175,461498,Female,No,26,No,Doctor,1.0,Low,4.0,Cat_2,0.0
6047,4736,459397,Male,Yes,59,Yes,Artist,3.0,Average,2.0,Cat_6,1.0
3581,2504,460545,Male,Yes,83,No,Lawyer,0.0,High,3.0,Cat_3,0.0
3125,2239,463837,Female,Yes,50,No,Engineer,0.0,Low,3.0,Cat_7,1.0
105,1949,464542,Female,No,26,Yes,Healthcare,10.0,Low,1.0,Cat_6,0.0
5697,35,467917,Female,No,27,Yes,Healthcare,3.0,Low,4.0,Cat_1,0.0
1940,6765,461053,Male,Yes,39,No,Executive,,High,4.0,Cat_3,0.0
3392,5562,466384,Female,Yes,72,Yes,Engineer,0.0,High,2.0,Cat_4,1.0
6152,1506,463235,Female,No,21,No,,1.0,Low,4.0,Cat_6,0.0
620,2949,466168,Female,Yes,45,Yes,Executive,1.0,High,3.0,Cat_3,1.0
3704,273,464893,Male,Yes,43,Yes,Artist,0.0,Low,2.0,Cat_4,1.0
585,2266,459294,Male,No,23,No,Healthcare,9.0,Low,4.0,Cat_6,0.0
4887,5642,463212,Male,No,28,Yes,Healthcare,0.0,Low,5.0,Cat_6,0.0
2488,3238,461055,Female,Yes,52,Yes,Engineer,,Average,3.0,Cat_3,1.0
2159,7595,465916,Male,No,42,Yes,Artist,3.0,Low,1.0,Cat_6,1.0
527,2351,465832,Male,Yes,53,Yes,Executive,9.0,High,5.0,Cat_4,1.0
6176,778,464572,Female,Yes,47,Yes,Marketing,1.0,Low,1.0,Cat_6,0.0
1880,7393,459683,Female,Yes,56,Yes,Engineer,1.0,Average,3.0,Cat_6,1.0
4477,6901,461293,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,0.0
553,7673,462193,Male,No,28,Yes,Healthcare,,Low,6.0,Cat_4,1.0
3650,3808,462626,Female,No,26,Yes,Engineer,0.0,Low,6.0,Cat_4,1.0
1151,6144,464558,Male,No,30,Yes,Healthcare,9.0,Low,5.0,Cat_6,0.0
2243,3021,467803,Female,Yes,36,Yes,Entertainment,7.0,Average,2.0,Cat_6,1.0
5822,2310,462785,Female,Yes,40,Yes,Engineer,,Average,5.0,Cat_3,1.0
4362,1448,466411,Male,Yes,58,Yes,Artist,1.0,Average,3.0,Cat_3,1.0
6326,5848,467514,Male,No,43,Yes,Artist,,Low,4.0,Cat_6,0.0
2072,1794,459508,Female,No,23,No,Healthcare,,Low,3.0,Cat_6,0.0
1983,2108,466762,Male,Yes,63,Yes,Homemaker,1.0,Low,3.0,Cat_6,1.0
3594,7618,459955,Male,No,47,Yes,Engineer,1.0,Low,2.0,Cat_6,0.0
818,3744,459915,Female,No,29,Yes,Healthcare,1.0,Low,3.0,Cat_4,0.0
3940,6721,460904,Female,No,35,No,Entertainment,1.0,Low,1.0,Cat_6,1.0
2888,740,465396,Female,Yes,39,No,Engineer,9.0,Average,6.0,Cat_4,0.0
4909,3173,463143,Female,Yes,52,Yes,Entertainment,,Low,2.0,Cat_3,1.0
1248,6534,463087,Female,Yes,35,Yes,Homemaker,9.0,Average,2.0,Cat_4,1.0
2965,1105,464236,Female,Yes,62,Yes,Artist,1.0,High,2.0,Cat_6,1.0
3323,3104,460483,Female,,38,Yes,Executive,0.0,High,1.0,Cat_3,0.0
1203,5707,464851,Male,No,18,No,Doctor,0.0,Low,6.0,Cat_4,0.0
6090,371,465177,Female,No,60,Yes,Entertainment,1.0,Low,2.0,Cat_6,0.0
1552,938,467218,Female,No,32,Yes,Artist,9.0,Low,1.0,Cat_6,0.0
1985,1579,464582,Female,Yes,63,Yes,Marketing,0.0,Low,2.0,Cat_6,0.0
6452,1489,464339,Male,No,26,No,Artist,0.0,Low,2.0,Cat_6,0.0
6018,237,467252,Female,No,33,Yes,,0.0,Low,4.0,,0.0
3629,7130,460554,Male,Yes,38,No,Artist,5.0,Average,3.0,Cat_3,1.0
2246,615,461186,Female,No,18,No,Healthcare,,Low,3.0,Cat_3,0.0
4109,1235,466502,Male,No,19,No,Healthcare,1.0,Low,5.0,Cat_3,0.0
6385,2315,462400,Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_6,1.0
918,6638,460237,Female,No,40,Yes,Healthcare,9.0,Low,1.0,Cat_4,0.0
6136,5324,461497,Male,No,29,No,Doctor,5.0,Low,5.0,Cat_2,1.0
488,2791,465533,Female,Yes,50,Yes,Entertainment,0.0,Average,4.0,Cat_2,1.0
1169,4009,460861,Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_3,0.0
156,982,461382,Male,Yes,68,No,Executive,1.0,High,2.0,Cat_6,1.0
4476,457,460139,Male,No,26,No,Artist,6.0,Low,6.0,Cat_5,0.0
3687,3662,460013,Female,No,68,No,,2.0,Low,3.0,Cat_7,0.0
5342,6219,460471,Female,No,18,No,,0.0,Low,6.0,Cat_4,0.0
239,3541,461971,Male,Yes,50,Yes,Entertainment,1.0,Average,4.0,Cat_3,1.0
5333,6402,465507,Male,Yes,43,Yes,Artist,8.0,Low,1.0,Cat_6,1.0
5024,1889,465367,Male,Yes,69,No,Executive,1.0,High,3.0,Cat_6,1.0
5313,301,459532,Female,Yes,27,Yes,Healthcare,,Low,2.0,Cat_6,0.0
438,3900,467508,Female,No,25,No,Doctor,1.0,Low,3.0,Cat_6,1.0
6060,3885,466422,Male,Yes,33,No,Doctor,0.0,Low,4.0,Cat_4,0.0
4244,2850,461423,Male,No,28,Yes,Artist,0.0,Low,3.0,Cat_4,1.0
1202,1294,461103,Female,No,30,No,Engineer,1.0,Low,5.0,Cat_3,0.0
4832,6647,465555,Female,Yes,66,No,Lawyer,,High,2.0,Cat_4,0.0
3488,2915,463970,Female,No,25,No,Healthcare,1.0,Low,5.0,Cat_4,1.0
4980,4892,467115,Male,Yes,89,Yes,Lawyer,0.0,Low,2.0,Cat_6,1.0
3426,7278,466362,Male,Yes,65,Yes,Lawyer,1.0,High,2.0,Cat_6,1.0
1201,6465,463523,Male,Yes,60,Yes,Executive,1.0,High,4.0,Cat_6,1.0
4137,2440,460588,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_3,0.0
5465,2118,464042,Female,Yes,42,Yes,Artist,9.0,Low,2.0,Cat_6,1.0
5825,5900,461368,Male,No,32,Yes,Doctor,4.0,Low,5.0,Cat_6,0.0
5305,6637,462177,Male,No,43,,Artist,6.0,Low,5.0,Cat_2,1.0
2491,114,467905,Male,Yes,43,Yes,Executive,0.0,High,3.0,Cat_6,0.0
5213,1679,461248,Female,No,37,No,Healthcare,1.0,Low,1.0,Cat_6,0.0
2108,1174,460246,Male,Yes,46,Yes,Artist,4.0,Low,2.0,Cat_6,1.0
5343,6669,463710,Male,No,49,Yes,Entertainment,0.0,Low,1.0,Cat_2,1.0
1252,7367,459866,Female,No,51,Yes,Artist,,Low,1.0,Cat_6,1.0
4607,5311,460809,Male,Yes,72,Yes,Artist,2.0,Low,1.0,Cat_6,1.0
4720,4081,460682,Male,Yes,43,No,Artist,6.0,Low,2.0,Cat_3,1.0
6451,3589,460706,Female,No,27,No,Engineer,6.0,Low,6.0,Cat_4,0.0
2426,697,459325,Male,Yes,26,No,Executive,9.0,High,4.0,Cat_6,0.0
4071,3464,459391,Female,No,40,Yes,Engineer,1.0,Low,4.0,Cat_6,0.0
4091,2645,460987,Male,No,25,Yes,Doctor,8.0,Low,2.0,Cat_6,0.0
5884,3536,465465,Female,Yes,28,Yes,Artist,8.0,Low,2.0,Cat_6,1.0
1220,4821,461155,Female,Yes,51,Yes,Artist,3.0,Low,2.0,Cat_3,1.0
142,3138,460024,Female,Yes,43,Yes,Entertainment,8.0,Low,1.0,Cat_6,1.0
6354,736,459062,Male,,48,Yes,Executive,,High,5.0,Cat_6,1.0
281,6422,463138,Female,No,28,No,Homemaker,,Low,,Cat_3,0.0
4542,223,464024,Male,No,20,No,Healthcare,0.0,Low,5.0,Cat_7,0.0
1590,4111,466332,Male,No,23,No,Healthcare,0.0,Low,3.0,Cat_2,0.0
