,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
1800,462072,Male,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,A
1801,463211,Male,Yes,68,Yes,Lawyer,8.0,Low,1.0,Cat_5,A
1802,464059,Male,Yes,57,Yes,Artist,1.0,Low,1.0,Cat_6,A
1803,463746,Male,No,38,Yes,Artist,0.0,Low,1.0,Cat_6,A
1806,464849,Male,Yes,40,Yes,Artist,0.0,Average,4.0,Cat_4,C
1807,461100,Female,No,32,Yes,Healthcare,,Low,3.0,Cat_3,C
1812,467471,Male,Yes,52,No,Entertainment,4.0,Average,5.0,Cat_6,C
1813,459159,Male,Yes,80,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
1814,465980,Female,No,31,Yes,Healthcare,1.0,Low,7.0,Cat_6,A
1815,467713,Female,Yes,38,No,Executive,,Average,4.0,Cat_4,A
1816,467528,Male,Yes,87,No,Executive,0.0,High,2.0,Cat_6,C
1818,466964,Male,No,45,Yes,Artist,5.0,Low,1.0,Cat_4,C
1819,460607,Male,Yes,36,Yes,Artist,9.0,Average,4.0,Cat_7,A
1821,459899,Female,Yes,48,Yes,Artist,0.0,Low,4.0,Cat_6,C
1823,458991,Female,Yes,84,Yes,Lawyer,3.0,High,2.0,Cat_6,A
1825,464281,Female,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,A
1826,463443,Male,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_6,C
1827,460949,Male,Yes,40,Yes,Doctor,1.0,Low,5.0,Cat_6,A
1828,466602,Male,Yes,39,Yes,Artist,,Average,2.0,Cat_4,C
1829,459044,Male,Yes,38,Yes,Artist,4.0,Average,3.0,Cat_6,C
1831,465968,Female,No,35,Yes,Artist,10.0,Low,1.0,Cat_6,A
1833,462892,Male,Yes,33,No,Healthcare,8.0,Average,3.0,Cat_6,C
1839,466969,Female,No,43,Yes,Homemaker,9.0,Low,1.0,Cat_6,A
1840,462030,Male,No,36,Yes,Artist,11.0,Low,2.0,Cat_6,C
1841,463735,Male,No,29,Yes,Healthcare,4.0,Low,2.0,Cat_6,C
1842,464134,Female,No,43,Yes,Entertainment,0.0,Low,6.0,Cat_6,A
1845,466643,Female,Yes,68,Yes,Lawyer,9.0,High,4.0,Cat_6,C
1846,461313,Male,Yes,57,Yes,Artist,1.0,Average,,Cat_6,C
1847,460418,Female,No,35,Yes,Entertainment,9.0,Low,2.0,Cat_6,A
1848,461303,Female,No,23,No,Doctor,7.0,Low,4.0,Cat_2,C
1851,466910,Male,Yes,59,Yes,Entertainment,9.0,Low,1.0,Cat_6,A
1853,463085,Female,No,35,Yes,Artist,0.0,Low,1.0,Cat_6,A
1856,461432,Female,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_6,C
1857,463978,Male,Yes,38,Yes,Artist,1.0,Average,3.0,Cat_2,C
1860,467394,Male,No,29,No,Healthcare,6.0,Low,3.0,Cat_6,C
1861,464539,Male,Yes,42,No,Executive,3.0,High,3.0,Cat_4,A
1864,466147,Female,Yes,52,No,Artist,0.0,Average,4.0,Cat_6,C
1865,466263,Male,No,53,Yes,Artist,0.0,Low,2.0,Cat_4,C
1866,461812,Male,Yes,30,No,Artist,9.0,High,6.0,Cat_2,A
1869,463957,Female,No,32,No,Entertainment,0.0,Low,3.0,Cat_4,C
1870,462175,Female,No,36,Yes,Homemaker,9.0,Low,1.0,Cat_2,A
1875,459311,Male,No,29,Yes,Executive,0.0,Low,5.0,Cat_6,C
1878,467365,Male,No,40,Yes,Artist,1.0,Low,1.0,Cat_6,A
1879,461913,Male,No,37,Yes,Entertainment,6.0,Low,4.0,Cat_2,A
1882,461316,Female,Yes,53,Yes,Artist,0.0,Average,2.0,Cat_3,C
1884,460556,Female,Yes,38,Yes,,1.0,Low,1.0,Cat_3,C
1886,461079,Female,No,26,No,Engineer,4.0,Low,1.0,Cat_7,A
1890,467088,Male,Yes,57,Yes,Artist,0.0,Low,1.0,Cat_3,A
1891,463887,Female,Yes,56,Yes,Artist,4.0,Average,2.0,Cat_6,C
1896,467080,Female,Yes,87,Yes,Lawyer,1.0,High,2.0,Cat_6,A
1899,463025,Male,Yes,40,No,Executive,7.0,Low,4.0,Cat_6,A
1905,465722,Male,Yes,47,No,,1.0,Low,5.0,Cat_3,A
1907,461934,Female,Yes,46,Yes,Artist,8.0,Average,2.0,Cat_6,C
1908,459146,Male,Yes,69,Yes,Artist,1.0,Low,2.0,Cat_6,A
1909,461448,Male,Yes,69,Yes,Doctor,0.0,High,3.0,Cat_6,C
1911,465443,Male,Yes,38,Yes,Artist,0.0,Low,4.0,Cat_6,A
1912,459105,Male,Yes,39,Yes,Executive,5.0,High,3.0,Cat_6,C
1915,464737,Female,Yes,58,No,Engineer,0.0,Average,6.0,Cat_4,A
1917,465329,Male,Yes,35,Yes,Artist,5.0,Average,2.0,Cat_6,C
1922,464335,Male,Yes,50,Yes,Executive,4.0,High,3.0,Cat_6,C
1923,461353,Male,Yes,50,Yes,Executive,0.0,High,4.0,Cat_6,A
1925,463712,Female,Yes,37,Yes,Doctor,1.0,Average,2.0,Cat_6,C
1927,463637,Female,No,30,Yes,Healthcare,,Low,5.0,Cat_2,A
1931,465000,Male,Yes,50,Yes,Executive,1.0,High,3.0,Cat_6,C
1933,467500,Female,Yes,32,Yes,Artist,4.0,High,2.0,Cat_6,C
1935,464296,Male,No,43,Yes,Doctor,1.0,Low,4.0,Cat_6,A
1937,461004,Male,Yes,61,Yes,Artist,1.0,Average,3.0,Cat_3,C
1938,462323,Female,Yes,70,Yes,Doctor,0.0,Average,2.0,Cat_6,C
1940,461941,Female,Yes,72,Yes,Artist,0.0,Low,1.0,Cat_6,C
1944,460699,Male,No,28,Yes,Artist,9.0,Low,1.0,Cat_6,A
1945,460180,Female,Yes,27,Yes,Marketing,11.0,Average,2.0,Cat_6,A
1947,464988,Male,Yes,63,Yes,Artist,0.0,Average,7.0,Cat_6,C
1948,466593,Male,Yes,70,Yes,Lawyer,0.0,High,3.0,Cat_6,A
1950,465678,Male,Yes,36,No,Entertainment,1.0,Low,2.0,Cat_4,A
1951,467862,Female,Yes,47,Yes,Artist,0.0,Low,3.0,Cat_6,C
1952,459394,Male,No,28,No,Entertainment,9.0,Low,2.0,Cat_6,A
1953,460091,Female,No,26,Yes,Entertainment,1.0,Low,5.0,Cat_6,C
1956,463632,Male,Yes,30,Yes,Artist,0.0,Average,2.0,Cat_6,C
1957,460047,Male,No,41,Yes,Entertainment,8.0,Low,2.0,Cat_6,A
1958,460378,Female,No,40,Yes,Doctor,1.0,Low,1.0,Cat_6,A
1960,460931,Male,Yes,40,Yes,Entertainment,2.0,Average,5.0,Cat_6,A
1961,463240,Female,Yes,53,No,Engineer,0.0,Average,3.0,Cat_6,A
1963,459698,Male,Yes,60,Yes,Artist,1.0,Low,2.0,Cat_6,A
1964,461598,Female,No,27,Yes,Artist,8.0,Low,1.0,Cat_6,A
1966,463974,Female,No,33,Yes,Homemaker,7.0,Low,3.0,Cat_2,C
1967,466231,Male,Yes,56,Yes,Entertainment,0.0,Average,2.0,Cat_6,C
1968,459833,Male,Yes,70,Yes,Executive,1.0,High,2.0,Cat_6,C
1970,467628,Male,Yes,73,No,Executive,,High,3.0,Cat_6,C
1971,467488,Female,Yes,38,Yes,Entertainment,,Average,2.0,Cat_2,A
1975,467195,Male,Yes,27,Yes,Executive,,High,2.0,Cat_6,A
1977,467617,Male,Yes,82,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
1980,462005,Male,Yes,39,Yes,Artist,0.0,Average,2.0,Cat_2,C
1981,465859,Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_6,A
1982,464394,Male,Yes,75,Yes,Lawyer,0.0,High,2.0,Cat_6,A
1984,460964,Male,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,A
1985,461975,Female,No,42,Yes,Entertainment,6.0,Low,2.0,Cat_6,A
1988,464945,Female,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_4,A
1993,461372,Male,No,27,Yes,Artist,3.0,Low,1.0,Cat_2,A
1994,463367,Female,No,35,Yes,Engineer,4.0,Low,4.0,Cat_2,C
1995,467926,Male,Yes,79,Yes,Artist,0.0,High,2.0,Cat_6,C
1996,461483,Female,No,28,Yes,Doctor,1.0,Low,4.0,Cat_6,C
1999,460330,Female,No,51,Yes,Entertainment,4.0,Low,1.0,Cat_6,A
2003,459362,Male,Yes,55,No,Executive,0.0,Low,2.0,Cat_6,A
2004,466128,Male,No,35,Yes,Artist,4.0,Low,2.0,Cat_6,A
2005,462474,Female,Yes,25,No,Engineer,1.0,Average,2.0,Cat_4,A
2006,459782,Male,Yes,58,Yes,Artist,6.0,Average,4.0,Cat_6,C
2008,466683,Female,Yes,49,No,Artist,1.0,Average,4.0,Cat_3,C
2009,462103,Female,Yes,53,No,Entertainment,9.0,High,2.0,Cat_6,A
2010,459227,Female,Yes,31,No,Engineer,9.0,Low,4.0,Cat_6,A
2012,459163,Male,No,42,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
2014,460178,Male,Yes,50,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
2016,460427,Male,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_6,C
2017,466343,Male,No,30,Yes,Doctor,0.0,Low,2.0,Cat_3,A
2018,461583,Female,Yes,60,Yes,Doctor,6.0,Average,2.0,Cat_6,C
2023,465009,Male,Yes,51,Yes,Entertainment,0.0,Average,4.0,Cat_6,C
2032,461154,Male,No,21,No,Homemaker,0.0,Low,4.0,Cat_3,A
2034,467886,Female,Yes,46,Yes,Artist,0.0,Low,2.0,Cat_6,C
2035,459201,Female,Yes,66,Yes,Artist,0.0,Average,2.0,Cat_6,C
2038,462380,Female,Yes,53,No,Artist,1.0,High,4.0,Cat_6,A
2040,461651,Female,Yes,63,Yes,Artist,1.0,Average,3.0,Cat_6,C
2041,465336,Female,No,41,Yes,Doctor,9.0,Low,1.0,Cat_4,A
2042,461338,Male,Yes,43,Yes,Artist,1.0,Average,4.0,Cat_6,C
2048,461192,Female,Yes,46,Yes,Artist,,High,,Cat_6,C
2049,462285,Male,Yes,48,Yes,Doctor,,Low,2.0,,A
2051,463086,Male,No,33,Yes,Artist,8.0,Low,,Cat_5,A
2052,459595,Female,Yes,36,Yes,Artist,4.0,High,7.0,Cat_6,C
2055,460598,Female,Yes,35,Yes,Doctor,0.0,Average,3.0,Cat_3,A
2057,466482,Female,Yes,39,Yes,Homemaker,,Average,3.0,Cat_3,A
2062,464649,Male,Yes,39,No,Entertainment,1.0,Average,4.0,Cat_4,A
2063,463209,Female,No,51,Yes,Artist,0.0,Low,1.0,Cat_6,C
2064,466298,Male,Yes,45,No,Doctor,0.0,Low,4.0,Cat_4,A
2066,466702,Male,Yes,62,,Lawyer,0.0,Low,1.0,Cat_6,C
2067,459238,Female,Yes,80,Yes,Lawyer,,High,2.0,Cat_6,A
2071,461755,Male,No,29,No,Artist,1.0,Low,3.0,Cat_2,A
2077,462202,Female,No,43,Yes,Entertainment,1.0,Low,4.0,Cat_4,A
2080,461770,Male,Yes,65,Yes,Artist,1.0,Low,2.0,Cat_6,A
2082,462349,Male,Yes,49,Yes,Artist,0.0,Average,6.0,Cat_6,C
2083,463964,Male,No,33,No,Healthcare,1.0,Low,4.0,Cat_6,C
2084,459353,Male,Yes,53,Yes,Artist,6.0,Average,2.0,Cat_6,C
2085,459709,Female,Yes,47,Yes,Artist,7.0,Average,4.0,Cat_6,C
2090,460780,Female,No,30,Yes,Healthcare,1.0,Low,2.0,Cat_3,A
2091,463514,Male,Yes,63,Yes,Entertainment,,Average,2.0,Cat_6,C
2096,459145,Male,Yes,88,No,Lawyer,,Low,1.0,Cat_2,A
2099,467369,Male,No,41,Yes,Artist,2.0,Low,3.0,Cat_6,A
2102,464793,Female,Yes,26,No,Marketing,7.0,High,3.0,Cat_4,A
2103,463736,Male,Yes,48,No,Entertainment,,Average,5.0,Cat_6,C
2106,460204,Male,Yes,41,Yes,Artist,4.0,Low,4.0,Cat_6,A
2111,465416,Male,Yes,55,No,Engineer,1.0,High,4.0,Cat_6,A
2114,460710,Female,Yes,38,Yes,Artist,0.0,Average,3.0,Cat_6,A
2119,467627,Female,No,45,Yes,Engineer,0.0,Low,1.0,Cat_6,A
2122,465413,Female,Yes,41,Yes,Engineer,0.0,High,3.0,Cat_6,A
2123,465126,Female,Yes,35,No,Engineer,7.0,Average,4.0,Cat_4,A
2124,465950,Female,Yes,52,Yes,Artist,6.0,Low,2.0,Cat_6,A
2126,466222,Male,Yes,51,No,Executive,5.0,Low,3.0,Cat_2,C
2127,466142,Female,Yes,29,Yes,Entertainment,0.0,Average,2.0,Cat_6,A
2129,461992,Female,No,37,Yes,Doctor,1.0,Low,1.0,Cat_4,A
2130,460522,Female,Yes,29,No,Homemaker,,Average,2.0,Cat_4,C
2131,459973,Female,No,50,Yes,Artist,0.0,Low,2.0,Cat_6,A
2132,460695,Male,Yes,74,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
2133,464260,Female,Yes,72,Yes,Artist,3.0,Average,3.0,Cat_6,C
2135,465606,Male,Yes,37,Yes,Engineer,1.0,Average,3.0,Cat_3,A
2140,463558,Female,Yes,88,Yes,Lawyer,1.0,Average,2.0,Cat_6,C
2141,460049,Male,Yes,43,Yes,Entertainment,0.0,Average,2.0,Cat_5,A
2142,464148,Male,Yes,50,Yes,Executive,9.0,High,3.0,Cat_2,C
2144,465082,Male,Yes,67,Yes,Lawyer,0.0,Low,1.0,Cat_3,A
2146,464609,Female,No,39,Yes,Artist,3.0,Low,2.0,Cat_6,C
2147,466703,Female,Yes,46,Yes,Homemaker,0.0,Average,,Cat_6,C
2150,459218,Male,Yes,88,Yes,Lawyer,0.0,High,3.0,Cat_6,C
2152,462033,Male,No,32,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
2155,459219,Female,Yes,47,Yes,Artist,0.0,Average,3.0,Cat_6,C
2156,460148,Female,Yes,73,No,Engineer,1.0,Low,,,A
2157,461603,Male,No,39,Yes,Artist,,Low,1.0,Cat_6,C
2159,464655,Male,Yes,39,Yes,,0.0,Average,5.0,Cat_4,A
2163,459076,Male,Yes,69,No,Doctor,0.0,Average,2.0,Cat_6,C
2165,463879,Male,Yes,45,Yes,Executive,0.0,High,2.0,Cat_6,C
2166,462827,Female,No,22,No,Doctor,1.0,Low,3.0,Cat_3,A
2168,461553,Male,No,39,Yes,Artist,1.0,Low,3.0,Cat_7,A
2169,467912,Male,Yes,61,Yes,Entertainment,1.0,Low,2.0,Cat_5,A
2170,465029,Female,Yes,74,No,Lawyer,1.0,High,2.0,Cat_6,C
2175,466067,Male,Yes,69,Yes,Artist,0.0,Average,5.0,Cat_3,C
2177,459807,Male,Yes,81,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
2179,463599,Female,No,31,No,Healthcare,10.0,Low,2.0,Cat_3,C
2180,462686,Male,Yes,41,Yes,Entertainment,9.0,Average,4.0,,A
2182,460275,Female,No,52,Yes,Artist,6.0,Low,1.0,Cat_6,A
2191,466474,Male,No,29,Yes,Entertainment,6.0,Low,3.0,Cat_6,A
2192,461711,Female,No,35,Yes,Artist,8.0,Low,3.0,Cat_2,A
2193,460347,Male,Yes,40,Yes,Artist,14.0,Low,2.0,Cat_6,C
2196,466344,Male,No,43,Yes,Entertainment,0.0,Low,2.0,Cat_2,A
2198,460423,Female,Yes,53,Yes,Artist,3.0,Low,1.0,Cat_7,A
2201,463049,Male,Yes,51,No,Executive,2.0,High,5.0,Cat_6,A
2203,462407,Male,Yes,37,No,Doctor,2.0,Average,4.0,Cat_6,A
2204,459450,Male,Yes,55,Yes,Artist,4.0,Average,4.0,Cat_6,A
2205,463255,Male,No,42,Yes,Entertainment,3.0,Low,2.0,Cat_6,A
2207,465761,Female,No,42,Yes,Artist,12.0,Low,2.0,Cat_4,A
2209,465841,Female,No,52,Yes,Engineer,3.0,Low,1.0,Cat_6,A
2211,466619,Male,Yes,37,Yes,Entertainment,5.0,Average,2.0,Cat_6,C
2215,460403,Female,No,56,Yes,Doctor,3.0,Low,1.0,Cat_6,A
2220,459902,Male,Yes,52,Yes,Lawyer,8.0,High,2.0,Cat_6,C
2225,460624,Male,Yes,57,Yes,Homemaker,5.0,High,2.0,Cat_6,A
2226,462020,Female,No,25,Yes,Artist,13.0,Low,2.0,Cat_6,C
2227,464320,Male,Yes,74,No,Lawyer,0.0,High,2.0,Cat_6,A
2229,461561,Female,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6,C
2232,459134,Female,Yes,69,Yes,Lawyer,0.0,High,2.0,Cat_6,C
2233,464195,Male,No,29,Yes,Artist,0.0,Low,1.0,Cat_6,A
2235,459586,Male,Yes,73,No,Executive,1.0,Low,,Cat_6,C
2237,466792,Female,Yes,82,No,Lawyer,0.0,Low,1.0,Cat_6,A
2238,459875,Male,Yes,71,No,Lawyer,0.0,High,,Cat_6,A
2244,464225,Female,No,31,No,Doctor,1.0,Low,5.0,Cat_3,C
2245,466665,Male,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6,A
2248,464926,Female,Yes,46,No,Engineer,0.0,High,3.0,Cat_4,A
2251,464266,Male,No,28,No,Doctor,8.0,Low,3.0,Cat_6,A
2253,467698,Female,Yes,40,No,Artist,3.0,Average,,Cat_6,A
2254,463440,Female,Yes,73,Yes,Artist,0.0,Average,3.0,Cat_1,C
2258,460313,Male,No,32,Yes,Artist,13.0,Low,3.0,Cat_6,A
2259,465497,Male,No,25,No,Homemaker,14.0,Low,3.0,Cat_5,A
2260,465846,Female,No,40,Yes,Artist,5.0,Low,1.0,Cat_6,A
2263,462160,Female,No,36,Yes,Artist,3.0,Low,3.0,Cat_6,C
2268,467967,Male,No,30,Yes,Entertainment,8.0,Low,4.0,Cat_6,A
2270,462980,Male,No,28,Yes,Entertainment,1.0,Low,5.0,Cat_6,C
2271,462361,Male,Yes,60,Yes,Artist,0.0,Low,2.0,Cat_4,A
2272,461855,Female,Yes,52,Yes,Artist,1.0,Average,2.0,Cat_6,C
2280,459422,Male,Yes,50,Yes,Entertainment,,Low,4.0,Cat_6,A
2283,464016,Female,,29,Yes,Entertainment,0.0,High,1.0,Cat_1,A
2288,464365,Male,No,35,Yes,Artist,,Low,1.0,Cat_6,A
2291,460609,Female,No,33,No,Healthcare,,Low,1.0,Cat_4,C
2293,467057,Female,No,50,No,Entertainment,8.0,Low,2.0,Cat_6,A
2295,464210,Male,No,43,Yes,Marketing,0.0,Low,2.0,Cat_6,A
2297,459802,Female,Yes,50,Yes,Artist,1.0,Low,1.0,Cat_6,C
2298,464817,Male,No,31,Yes,Artist,7.0,Low,1.0,Cat_4,A
2301,459072,Male,Yes,66,Yes,Entertainment,1.0,Average,2.0,Cat_6,C
2302,465694,Male,Yes,37,Yes,Healthcare,1.0,Average,2.0,Cat_4,A
2303,466381,Male,Yes,52,Yes,Artist,2.0,Average,2.0,Cat_6,C
2304,460947,Male,Yes,45,Yes,Executive,7.0,High,5.0,Cat_6,C
2306,467189,Female,Yes,46,Yes,Artist,1.0,High,4.0,Cat_6,C
2307,466456,Female,Yes,43,No,Doctor,9.0,Low,1.0,Cat_2,A
2308,463805,Female,No,32,No,Doctor,8.0,Low,6.0,Cat_6,C
2309,462427,Male,Yes,87,Yes,Lawyer,9.0,Low,4.0,Cat_6,C
2312,461842,Male,Yes,63,Yes,Artist,1.0,Average,3.0,Cat_6,C
2314,462372,Female,Yes,65,No,Lawyer,,High,2.0,Cat_6,A
2316,466598,Female,Yes,45,Yes,Artist,9.0,Low,2.0,Cat_6,C
2322,465720,Female,Yes,36,Yes,Artist,1.0,Low,2.0,Cat_6,C
2325,465849,Female,No,32,Yes,Doctor,5.0,Low,3.0,Cat_4,A
2327,461444,Female,Yes,68,Yes,Artist,1.0,High,2.0,Cat_6,C
2328,461828,Male,Yes,53,Yes,Artist,,Average,3.0,Cat_6,C
2331,465349,Female,Yes,49,Yes,Artist,0.0,High,4.0,Cat_6,C
2334,466632,Female,Yes,57,Yes,Artist,1.0,High,2.0,Cat_6,C
2337,462154,Male,Yes,36,Yes,Entertainment,0.0,Average,2.0,Cat_6,C
2338,464754,Female,Yes,43,No,Engineer,4.0,Average,7.0,Cat_4,A
2339,460167,Female,No,18,No,Entertainment,1.0,Low,5.0,Cat_2,C
2341,463259,Male,Yes,75,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
2346,465143,Male,No,26,Yes,Engineer,0.0,Low,5.0,Cat_4,C
2350,460086,Male,Yes,50,No,Artist,1.0,Average,3.0,Cat_6,C
2355,462431,Male,No,32,No,Entertainment,9.0,Low,4.0,Cat_6,A
2359,466010,Female,Yes,69,No,Doctor,0.0,Low,1.0,Cat_3,A
2360,465674,Female,No,39,Yes,Entertainment,1.0,Low,2.0,Cat_4,A
2361,459405,Female,Yes,81,No,Doctor,0.0,High,2.0,Cat_6,A
2369,467056,Female,No,31,No,Homemaker,8.0,Low,1.0,Cat_6,A
2370,461990,Female,Yes,68,Yes,Lawyer,0.0,Low,2.0,Cat_6,C
2371,464480,Male,Yes,42,Yes,Artist,1.0,Average,3.0,Cat_6,C
2372,461318,Female,Yes,56,Yes,Artist,1.0,Average,6.0,Cat_5,C
2373,467398,Male,Yes,37,No,Entertainment,1.0,Low,2.0,Cat_6,A
2375,465427,Male,No,33,Yes,Artist,7.0,Low,1.0,Cat_6,A
2382,462467,Female,Yes,45,No,Doctor,1.0,Low,1.0,Cat_6,A
2383,461469,Male,Yes,38,Yes,Artist,0.0,Low,2.0,Cat_6,C
2384,461562,Male,Yes,51,Yes,Artist,,Average,4.0,Cat_2,C
2387,462491,Male,No,31,Yes,Artist,1.0,Low,5.0,Cat_6,C
2389,460988,Male,Yes,41,Yes,Entertainment,0.0,Average,3.0,Cat_4,C
2394,466153,Male,Yes,65,No,Entertainment,0.0,Average,2.0,Cat_6,C
2397,466710,Female,Yes,73,No,Artist,1.0,High,2.0,Cat_6,C
2398,465616,Male,Yes,42,Yes,Doctor,9.0,Low,2.0,Cat_6,C
2404,466480,Female,Yes,40,Yes,Artist,,Average,2.0,Cat_4,C
2405,463175,Female,,40,No,Engineer,1.0,Low,4.0,Cat_3,A
2408,461723,Male,No,26,Yes,Healthcare,8.0,Low,2.0,Cat_6,C
2410,465962,Male,Yes,33,Yes,Healthcare,0.0,Low,2.0,Cat_7,A
2411,462781,Male,No,50,No,Marketing,1.0,Low,2.0,Cat_7,C
2414,463280,Male,Yes,37,Yes,Artist,6.0,Average,2.0,Cat_3,A
2415,466936,Male,Yes,55,No,Lawyer,1.0,High,3.0,Cat_6,C
2416,460552,Male,Yes,61,Yes,Artist,0.0,Low,2.0,Cat_3,C
2418,464256,Male,Yes,40,Yes,Artist,0.0,Low,2.0,Cat_6,C
2422,460152,Female,No,53,Yes,Artist,1.0,Low,1.0,Cat_6,C
2424,459587,Female,No,32,Yes,Artist,7.0,Low,3.0,Cat_6,A
2427,461452,Female,No,31,Yes,Doctor,0.0,Low,4.0,Cat_3,A
2428,460797,Male,Yes,47,Yes,Artist,4.0,Low,1.0,Cat_3,A
2429,466618,Male,Yes,49,Yes,Artist,3.0,Average,2.0,Cat_6,C
2431,465338,Male,Yes,47,Yes,Artist,13.0,Average,4.0,Cat_6,C
2432,463501,Male,Yes,52,Yes,Executive,0.0,High,2.0,Cat_6,C
2433,460817,Female,No,20,No,Entertainment,,Low,7.0,Cat_3,C
2435,463516,Male,Yes,47,No,Executive,1.0,High,6.0,Cat_6,C
2438,463488,Female,No,29,No,Engineer,9.0,Low,4.0,Cat_4,A
2439,465872,Female,No,33,Yes,Engineer,10.0,Low,1.0,Cat_6,A
2442,460802,Male,Yes,70,Yes,Lawyer,0.0,High,2.0,Cat_6,C
2443,459467,Female,Yes,56,Yes,Artist,0.0,Average,2.0,Cat_6,C
2448,464272,Male,No,30,Yes,Artist,9.0,Low,2.0,Cat_6,A
2451,461935,Male,Yes,51,Yes,Artist,1.0,Low,3.0,Cat_6,C
2454,459628,Female,Yes,51,Yes,Engineer,0.0,Low,1.0,Cat_6,A
2456,460443,Female,No,38,Yes,Doctor,0.0,Low,1.0,Cat_6,A
2461,466107,Male,Yes,48,Yes,Entertainment,1.0,Average,6.0,Cat_6,C
2464,467074,Female,No,31,No,Healthcare,1.0,Low,4.0,Cat_6,C
2465,464233,Female,Yes,48,Yes,Artist,1.0,Average,2.0,Cat_6,C
2468,460094,Female,No,39,Yes,Artist,0.0,Low,1.0,Cat_3,A
2470,465623,Male,Yes,41,Yes,Artist,8.0,Average,2.0,Cat_6,C
2471,467516,Female,Yes,31,No,Artist,0.0,High,3.0,Cat_4,A
2472,462975,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_6,C
2474,461556,Female,Yes,49,Yes,Engineer,1.0,Average,2.0,Cat_6,A
2477,460660,Male,No,41,,Entertainment,6.0,Low,1.0,Cat_6,A
2478,466787,Female,Yes,33,Yes,Doctor,0.0,Low,2.0,Cat_6,A
2481,466742,Male,Yes,45,No,Doctor,8.0,Low,2.0,Cat_3,A
2485,465930,Female,No,36,Yes,Artist,9.0,Low,2.0,Cat_6,A
2487,460175,Female,No,28,No,Artist,0.0,Low,5.0,Cat_2,C
2488,466725,Female,Yes,89,No,Lawyer,0.0,High,2.0,Cat_6,A
2489,465095,Male,Yes,48,Yes,Executive,1.0,High,4.0,Cat_6,C
2490,465452,Male,Yes,47,No,Entertainment,0.0,High,5.0,Cat_6,C
2493,467653,Male,Yes,58,Yes,Lawyer,2.0,High,2.0,Cat_6,C
2494,463218,Male,Yes,42,No,Entertainment,9.0,Average,3.0,Cat_6,A
2502,461148,Male,,37,Yes,Artist,1.0,Average,3.0,Cat_3,A
2506,462568,Male,Yes,51,Yes,Doctor,,Low,3.0,Cat_6,A
2507,462635,Male,Yes,42,No,Engineer,5.0,Average,4.0,Cat_4,A
2508,464456,Male,Yes,27,Yes,Artist,1.0,Low,4.0,Cat_6,C
2509,465106,Male,Yes,53,Yes,Executive,1.0,High,2.0,Cat_6,C
2510,467605,Female,Yes,40,Yes,Engineer,1.0,Average,7.0,Cat_6,A
2511,466116,Male,Yes,62,Yes,Artist,0.0,Average,9.0,Cat_3,C
2513,466155,Male,Yes,40,Yes,Entertainment,1.0,Average,2.0,,A
2514,467176,Male,No,27,No,Healthcare,1.0,Low,3.0,Cat_3,A
2517,460320,Male,No,26,No,Artist,11.0,Low,4.0,Cat_6,C
2518,466454,Male,No,33,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
2521,465463,Female,No,28,No,Doctor,,Low,5.0,Cat_2,A
2522,464501,Female,No,25,No,Healthcare,1.0,Low,3.0,Cat_6,A
2523,460659,Female,Yes,47,Yes,Marketing,,Average,3.0,Cat_6,A
2524,463715,Female,No,32,No,Artist,3.0,Low,4.0,Cat_6,C
2526,466766,Male,Yes,73,Yes,Lawyer,1.0,High,4.0,Cat_6,C
2531,467083,Female,Yes,88,Yes,Lawyer,1.0,High,2.0,Cat_6,A
2532,467675,Female,No,39,No,,,Low,1.0,Cat_6,A
2533,464080,Female,No,41,Yes,Artist,1.0,Low,2.0,Cat_6,C
2534,462287,Female,Yes,73,Yes,Artist,,Average,2.0,Cat_6,C
2536,461847,Male,Yes,41,No,Entertainment,0.0,Low,4.0,Cat_6,A
2537,461447,Male,Yes,75,Yes,Lawyer,0.0,High,2.0,Cat_6,C
2538,459982,Male,No,39,Yes,Entertainment,9.0,Low,2.0,Cat_6,A
2539,463316,Female,Yes,89,No,Lawyer,0.0,High,2.0,Cat_6,A
2540,466758,Male,Yes,45,Yes,Doctor,0.0,Low,1.0,Cat_6,A
