,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
1802,464059,Male,Yes,57,Yes,Artist,1.0,Low,1.0,Cat_6,A
1803,463746,Male,No,38,Yes,Artist,0.0,Low,1.0,Cat_6,A
1804,465671,Female,Yes,35,No,Engineer,2.0,Average,5.0,Cat_4,D
1805,461729,Female,Yes,41,Yes,Marketing,0.0,Low,3.0,Cat_6,D
1810,466270,Female,Yes,68,No,Marketing,0.0,Low,2.0,Cat_6,D
1811,463479,Male,No,30,No,Executive,1.0,Low,2.0,Cat_6,D
1813,459159,Male,Yes,80,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
1814,465980,Female,No,31,Yes,Healthcare,1.0,Low,7.0,Cat_6,A
1815,467713,Female,Yes,38,No,Executive,,Average,4.0,Cat_4,A
1817,461278,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D
1819,460607,Male,Yes,36,Yes,Artist,9.0,Average,4.0,Cat_7,A
1823,458991,Female,Yes,84,Yes,Lawyer,3.0,High,2.0,Cat_6,A
1824,460028,Male,Yes,39,Yes,Healthcare,11.0,Average,2.0,Cat_2,D
1825,464281,Female,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,A
1827,460949,Male,Yes,40,Yes,Doctor,1.0,Low,5.0,Cat_6,A
1831,465968,Female,No,35,Yes,Artist,10.0,Low,1.0,Cat_6,A
1832,460039,Male,Yes,27,Yes,Healthcare,5.0,Low,5.0,Cat_6,D
1836,461793,Male,No,20,No,Marketing,0.0,Low,2.0,Cat_6,D
1837,460781,Female,Yes,30,No,Entertainment,1.0,High,4.0,Cat_5,D
1839,466969,Female,No,43,Yes,Homemaker,9.0,Low,1.0,Cat_6,A
1842,464134,Female,No,43,Yes,Entertainment,0.0,Low,6.0,Cat_6,A
1843,460195,Male,No,38,Yes,Entertainment,7.0,Low,1.0,Cat_6,D
1847,460418,Female,No,35,Yes,Entertainment,9.0,Low,2.0,Cat_6,A
1850,459674,Female,No,32,Yes,Doctor,0.0,Low,5.0,Cat_6,D
1851,466910,Male,Yes,59,Yes,Entertainment,9.0,Low,1.0,Cat_6,A
1853,463085,Female,No,35,Yes,Artist,0.0,Low,1.0,Cat_6,A
1854,461533,Male,No,48,Yes,Healthcare,1.0,Low,2.0,Cat_6,D
1855,461187,Male,No,29,No,Healthcare,9.0,Low,4.0,Cat_3,D
1858,459383,Male,Yes,36,No,Engineer,0.0,Low,1.0,Cat_6,D
1859,464020,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,D
1861,464539,Male,Yes,42,No,Executive,3.0,High,3.0,Cat_4,A
1862,461529,Female,Yes,35,Yes,Entertainment,1.0,Low,1.0,Cat_6,D
1866,461812,Male,Yes,30,No,Artist,9.0,High,6.0,Cat_2,A
1868,467933,Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_6,D
1870,462175,Female,No,36,Yes,Homemaker,9.0,Low,1.0,Cat_2,A
1874,462249,Male,No,29,No,Entertainment,0.0,Low,3.0,Cat_6,D
1876,462610,Male,No,27,Yes,Doctor,1.0,Low,6.0,Cat_4,D
1878,467365,Male,No,40,Yes,Artist,1.0,Low,1.0,Cat_6,A
1879,461913,Male,No,37,Yes,Entertainment,6.0,Low,4.0,Cat_2,A
1880,462617,Male,No,19,No,Healthcare,0.0,Low,5.0,Cat_4,D
1881,465485,Male,No,29,Yes,Healthcare,0.0,Low,4.0,Cat_6,D
1883,460501,Male,No,25,Yes,Healthcare,0.0,Low,,Cat_3,D
1886,461079,Female,No,26,No,Engineer,4.0,Low,1.0,Cat_7,A
1887,465120,Female,No,30,Yes,Healthcare,0.0,Low,4.0,Cat_6,D
1888,464671,Male,No,30,No,Entertainment,1.0,Low,2.0,Cat_4,D
1890,467088,Male,Yes,57,Yes,Artist,0.0,Low,1.0,Cat_3,A
1892,460250,Male,No,27,Yes,Healthcare,8.0,Low,4.0,Cat_6,D
1893,465316,Male,No,21,No,Healthcare,0.0,Low,6.0,Cat_4,D
1895,465764,Female,No,39,Yes,Entertainment,8.0,Low,4.0,Cat_4,D
1896,467080,Female,Yes,87,Yes,Lawyer,1.0,High,2.0,Cat_6,A
1898,460042,Male,No,32,Yes,Marketing,8.0,Low,1.0,Cat_6,D
1899,463025,Male,Yes,40,No,Executive,7.0,Low,4.0,Cat_6,A
1901,460955,Male,No,19,No,Healthcare,,Low,5.0,Cat_4,D
1902,462179,Female,No,31,Yes,Marketing,0.0,Low,9.0,Cat_7,D
1904,462639,Female,Yes,43,No,Engineer,,Average,2.0,Cat_4,D
1905,465722,Male,Yes,47,No,,1.0,Low,5.0,Cat_3,A
1906,464799,Male,No,35,No,Marketing,0.0,Low,4.0,Cat_4,D
1908,459146,Male,Yes,69,Yes,Artist,1.0,Low,2.0,Cat_6,A
1911,465443,Male,Yes,38,Yes,Artist,0.0,Low,4.0,Cat_6,A
1914,463232,Female,No,23,No,Healthcare,2.0,Low,5.0,Cat_6,D
1915,464737,Female,Yes,58,No,Engineer,0.0,Average,6.0,Cat_4,A
1916,467922,Male,Yes,84,Yes,Entertainment,0.0,High,2.0,Cat_6,D
1918,466512,Female,No,22,No,Healthcare,1.0,Low,2.0,Cat_6,D
1919,465408,Male,No,30,No,Executive,,Low,4.0,Cat_6,D
1920,466339,Male,No,23,No,Healthcare,0.0,Low,2.0,Cat_4,D
1921,462870,Female,No,41,Yes,Artist,3.0,Low,3.0,Cat_6,D
1923,461353,Male,Yes,50,Yes,Executive,0.0,High,4.0,Cat_6,A
1924,463920,Female,No,28,Yes,Homemaker,8.0,Low,1.0,Cat_6,D
1926,467465,Male,No,19,No,Healthcare,,Low,6.0,Cat_6,D
1927,463637,Female,No,30,Yes,Healthcare,,Low,5.0,Cat_2,A
1929,464663,Male,Yes,73,No,Executive,1.0,High,2.0,Cat_4,D
1930,460919,Female,No,19,No,Healthcare,0.0,Low,,Cat_6,D
1932,461226,Male,Yes,51,Yes,,1.0,Low,2.0,Cat_6,D
1935,464296,Male,No,43,Yes,Doctor,1.0,Low,4.0,Cat_6,A
1942,466616,Male,No,18,No,Healthcare,8.0,Low,9.0,Cat_6,D
1944,460699,Male,No,28,Yes,Artist,9.0,Low,1.0,Cat_6,A
1945,460180,Female,Yes,27,Yes,Marketing,11.0,Average,2.0,Cat_6,A
1948,466593,Male,Yes,70,Yes,Lawyer,0.0,High,3.0,Cat_6,A
1949,464542,Female,No,26,Yes,Healthcare,10.0,Low,1.0,Cat_6,D
1950,465678,Male,Yes,36,No,Entertainment,1.0,Low,2.0,Cat_4,A
1952,459394,Male,No,28,No,Entertainment,9.0,Low,2.0,Cat_6,A
1955,461260,Male,No,20,No,Marketing,1.0,Low,3.0,Cat_4,D
1957,460047,Male,No,41,Yes,Entertainment,8.0,Low,2.0,Cat_6,A
1958,460378,Female,No,40,Yes,Doctor,1.0,Low,1.0,Cat_6,A
1960,460931,Male,Yes,40,Yes,Entertainment,2.0,Average,5.0,Cat_6,A
1961,463240,Female,Yes,53,No,Engineer,0.0,Average,3.0,Cat_6,A
1963,459698,Male,Yes,60,Yes,Artist,1.0,Low,2.0,Cat_6,A
1964,461598,Female,No,27,Yes,Artist,8.0,Low,1.0,Cat_6,A
1969,462886,Male,Yes,70,No,Doctor,1.0,High,2.0,Cat_6,D
1971,467488,Female,Yes,38,Yes,Entertainment,,Average,2.0,Cat_2,A
1972,465998,Female,No,40,Yes,Engineer,6.0,Low,3.0,Cat_6,D
1973,459338,Male,Yes,88,No,Executive,,Low,,Cat_6,D
1974,466942,Female,No,29,Yes,Healthcare,1.0,Low,4.0,Cat_6,D
1975,467195,Male,Yes,27,Yes,Executive,,High,2.0,Cat_6,A
1977,467617,Male,Yes,82,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
1981,465859,Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_6,A
1982,464394,Male,Yes,75,Yes,Lawyer,0.0,High,2.0,Cat_6,A
1983,466120,Female,Yes,37,No,Marketing,0.0,Low,4.0,Cat_6,D
1984,460964,Male,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,A
1985,461975,Female,No,42,Yes,Entertainment,6.0,Low,2.0,Cat_6,A
1986,462172,Male,Yes,39,Yes,Doctor,0.0,Average,2.0,Cat_1,D
1988,464945,Female,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_4,A
1991,464400,Male,No,31,Yes,Entertainment,0.0,Low,4.0,Cat_6,D
1992,463052,Male,Yes,37,Yes,Marketing,1.0,Low,2.0,Cat_6,D
1993,461372,Male,No,27,Yes,Artist,3.0,Low,1.0,Cat_2,A
1997,467355,Male,No,31,No,Healthcare,0.0,Low,4.0,Cat_6,D
1998,466416,Male,Yes,88,No,Executive,0.0,High,3.0,Cat_6,D
1999,460330,Female,No,51,Yes,Entertainment,4.0,Low,1.0,Cat_6,A
2000,459650,Male,Yes,38,Yes,Entertainment,,Low,2.0,Cat_6,D
2003,459362,Male,Yes,55,No,Executive,0.0,Low,2.0,Cat_6,A
2004,466128,Male,No,35,Yes,Artist,4.0,Low,2.0,Cat_6,A
2005,462474,Female,Yes,25,No,Engineer,1.0,Average,2.0,Cat_4,A
2007,463113,Female,No,32,Yes,Doctor,1.0,Low,6.0,Cat_6,D
2009,462103,Female,Yes,53,No,Entertainment,9.0,High,2.0,Cat_6,A
2010,459227,Female,Yes,31,No,Engineer,9.0,Low,4.0,Cat_6,A
2012,459163,Male,No,42,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
2013,462455,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_2,D
2014,460178,Male,Yes,50,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
2017,466343,Male,No,30,Yes,Doctor,0.0,Low,2.0,Cat_3,A
2019,466461,Male,Yes,84,No,Lawyer,0.0,Low,1.0,Cat_6,D
2020,462689,Female,No,37,Yes,Homemaker,,Low,1.0,Cat_6,D
2022,461355,Female,No,38,Yes,Healthcare,0.0,Low,2.0,Cat_6,D
2024,467658,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_3,D
2025,462837,Female,No,25,No,Healthcare,14.0,Low,3.0,Cat_6,D
2026,463907,Female,No,33,Yes,Doctor,0.0,Low,5.0,Cat_6,D
2027,462728,Female,No,31,No,Engineer,0.0,Low,1.0,Cat_6,D
2032,461154,Male,No,21,No,Homemaker,0.0,Low,4.0,Cat_3,A
2036,463357,Male,Yes,27,Yes,Doctor,0.0,Average,2.0,Cat_5,D
2037,460539,Female,Yes,35,Yes,Homemaker,,Low,,Cat_3,D
2038,462380,Female,Yes,53,No,Artist,1.0,High,4.0,Cat_6,A
2039,459884,Male,Yes,80,No,Lawyer,8.0,Low,1.0,Cat_6,D
2041,465336,Female,No,41,Yes,Doctor,9.0,Low,1.0,Cat_4,A
2046,463713,Male,No,30,No,Engineer,9.0,Low,3.0,Cat_4,D
2047,464278,Male,Yes,85,Yes,Executive,1.0,High,2.0,Cat_6,D
2049,462285,Male,Yes,48,Yes,Doctor,,Low,2.0,,A
2051,463086,Male,No,33,Yes,Artist,8.0,Low,,Cat_5,A
2055,460598,Female,Yes,35,Yes,Doctor,0.0,Average,3.0,Cat_3,A
2056,460714,Male,No,26,Yes,Entertainment,1.0,Low,3.0,Cat_6,D
2057,466482,Female,Yes,39,Yes,Homemaker,,Average,3.0,Cat_3,A
2061,466586,Male,No,21,No,Healthcare,0.0,Low,2.0,Cat_6,D
2062,464649,Male,Yes,39,No,Entertainment,1.0,Average,4.0,Cat_4,A
2064,466298,Male,Yes,45,No,Doctor,0.0,Low,4.0,Cat_4,A
2065,466929,Female,No,33,Yes,Homemaker,11.0,Low,,Cat_6,D
2067,459238,Female,Yes,80,Yes,Lawyer,,High,2.0,Cat_6,A
2068,463904,Male,Yes,77,Yes,Executive,1.0,Low,1.0,Cat_6,D
2069,463996,Female,No,29,No,Healthcare,,Low,5.0,Cat_4,D
2071,461755,Male,No,29,No,Artist,1.0,Low,3.0,Cat_2,A
2072,466736,Female,No,20,No,Healthcare,1.0,Low,,Cat_6,D
2074,467104,Female,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,D
2077,462202,Female,No,43,Yes,Entertainment,1.0,Low,4.0,Cat_4,A
2078,467830,Male,No,31,Yes,Entertainment,1.0,Low,3.0,Cat_6,D
2079,463752,Female,No,28,Yes,Healthcare,,Low,2.0,Cat_3,D
2080,461770,Male,Yes,65,Yes,Artist,1.0,Low,2.0,Cat_6,A
2086,461858,Male,No,31,No,Entertainment,1.0,Low,7.0,Cat_4,D
2089,467646,Male,No,31,No,Healthcare,,Low,7.0,Cat_6,D
2090,460780,Female,No,30,Yes,Healthcare,1.0,Low,2.0,Cat_3,A
2093,460445,Male,No,29,Yes,Engineer,0.0,Low,4.0,Cat_3,D
2096,459145,Male,Yes,88,No,Lawyer,,Low,1.0,Cat_2,A
2097,465651,Male,No,30,No,Engineer,1.0,Low,4.0,Cat_6,D
2099,467369,Male,No,41,Yes,Artist,2.0,Low,3.0,Cat_6,A
2100,461361,Female,No,31,Yes,Healthcare,9.0,Low,7.0,Cat_5,D
2101,465608,Male,No,20,No,Healthcare,,Low,5.0,Cat_3,D
2102,464793,Female,Yes,26,No,Marketing,7.0,High,3.0,Cat_4,A
2104,462799,Male,No,26,No,Healthcare,,Low,,Cat_5,D
2105,459006,Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_6,D
2106,460204,Male,Yes,41,Yes,Artist,4.0,Low,4.0,Cat_6,A
2107,465257,Male,No,20,,Healthcare,4.0,Low,5.0,Cat_2,D
2109,464318,Male,Yes,88,Yes,Executive,1.0,Low,1.0,Cat_6,D
2111,465416,Male,Yes,55,No,Engineer,1.0,High,4.0,Cat_6,A
2112,467275,Male,No,32,Yes,Healthcare,,Low,,Cat_6,D
2113,462117,Male,No,32,Yes,Entertainment,1.0,Low,2.0,Cat_6,D
2114,460710,Female,Yes,38,Yes,Artist,0.0,Average,3.0,Cat_6,A
2116,465787,Male,No,18,No,Healthcare,1.0,Low,5.0,Cat_4,D
2117,463365,Male,Yes,67,No,Executive,1.0,High,2.0,Cat_6,D
2119,467627,Female,No,45,Yes,Engineer,0.0,Low,1.0,Cat_6,A
2120,464720,Male,Yes,46,No,Doctor,0.0,Average,3.0,Cat_4,D
2121,461123,Male,No,20,No,Healthcare,2.0,Low,4.0,Cat_4,D
2122,465413,Female,Yes,41,Yes,Engineer,0.0,High,3.0,Cat_6,A
2123,465126,Female,Yes,35,No,Engineer,7.0,Average,4.0,Cat_4,A
2124,465950,Female,Yes,52,Yes,Artist,6.0,Low,2.0,Cat_6,A
2127,466142,Female,Yes,29,Yes,Entertainment,0.0,Average,2.0,Cat_6,A
2129,461992,Female,No,37,Yes,Doctor,1.0,Low,1.0,Cat_4,A
2131,459973,Female,No,50,Yes,Artist,0.0,Low,2.0,Cat_6,A
2132,460695,Male,Yes,74,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
2135,465606,Male,Yes,37,Yes,Engineer,1.0,Average,3.0,Cat_3,A
2136,459050,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
2141,460049,Male,Yes,43,Yes,Entertainment,0.0,Average,2.0,Cat_5,A
2143,465503,Male,No,35,Yes,Artist,8.0,Low,2.0,Cat_6,D
2144,465082,Male,Yes,67,Yes,Lawyer,0.0,Low,1.0,Cat_3,A
2148,466864,Female,No,32,No,Homemaker,8.0,Low,1.0,Cat_6,D
2151,462860,Male,No,30,Yes,Healthcare,8.0,Low,5.0,Cat_6,D
2152,462033,Male,No,32,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
2153,467695,Male,Yes,43,No,Marketing,1.0,Low,2.0,Cat_7,D
2156,460148,Female,Yes,73,No,Engineer,1.0,Low,,,A
2158,466359,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D
2159,464655,Male,Yes,39,Yes,,0.0,Average,5.0,Cat_4,A
2161,461205,Male,No,27,Yes,Healthcare,,Low,3.0,Cat_2,D
2162,462822,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,D
2166,462827,Female,No,22,No,Doctor,1.0,Low,3.0,Cat_3,A
2168,461553,Male,No,39,Yes,Artist,1.0,Low,3.0,Cat_7,A
2169,467912,Male,Yes,61,Yes,Entertainment,1.0,Low,2.0,Cat_5,A
2171,460062,Male,No,29,Yes,Artist,4.0,Low,1.0,Cat_3,D
2172,462863,Male,No,29,Yes,Homemaker,5.0,Low,1.0,Cat_6,D
2173,460465,Male,No,36,No,Executive,0.0,Low,3.0,Cat_6,D
2177,459807,Male,Yes,81,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
2180,462686,Male,Yes,41,Yes,Entertainment,9.0,Average,4.0,,A
2182,460275,Female,No,52,Yes,Artist,6.0,Low,1.0,Cat_6,A
2183,461184,Male,No,19,No,Healthcare,,Low,4.0,Cat_3,D
2186,460846,Female,No,19,No,Marketing,1.0,Low,4.0,Cat_6,D
2187,459542,Male,No,23,No,Healthcare,2.0,Low,5.0,Cat_6,D
2188,459080,Male,Yes,77,No,Lawyer,0.0,Low,2.0,Cat_6,D
2190,464728,Male,Yes,47,No,Entertainment,1.0,High,4.0,Cat_4,D
2191,466474,Male,No,29,Yes,Entertainment,6.0,Low,3.0,Cat_6,A
2192,461711,Female,No,35,Yes,Artist,8.0,Low,3.0,Cat_2,A
2194,467689,Male,No,35,No,Healthcare,1.0,Low,1.0,Cat_6,D
2195,460260,Male,No,20,No,Healthcare,0.0,Low,3.0,Cat_2,D
2196,466344,Male,No,43,Yes,Entertainment,0.0,Low,2.0,Cat_2,A
2197,466437,Male,Yes,56,No,Executive,0.0,Low,1.0,Cat_6,D
2198,460423,Female,Yes,53,Yes,Artist,3.0,Low,1.0,Cat_7,A
2199,459590,Male,Yes,22,No,Executive,1.0,High,3.0,Cat_6,D
2200,464668,Male,Yes,32,No,Healthcare,1.0,High,4.0,Cat_4,D
2201,463049,Male,Yes,51,No,Executive,2.0,High,5.0,Cat_6,A
2202,460458,Female,No,41,No,Marketing,1.0,Low,,Cat_3,D
2203,462407,Male,Yes,37,No,Doctor,2.0,Average,4.0,Cat_6,A
2204,459450,Male,Yes,55,Yes,Artist,4.0,Average,4.0,Cat_6,A
2205,463255,Male,No,42,Yes,Entertainment,3.0,Low,2.0,Cat_6,A
2206,462574,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_4,D
2207,465761,Female,No,42,Yes,Artist,12.0,Low,2.0,Cat_4,A
2209,465841,Female,No,52,Yes,Engineer,3.0,Low,1.0,Cat_6,A
2210,460117,Female,Yes,48,Yes,Marketing,9.0,Low,1.0,Cat_6,D
2214,463627,Female,No,25,Yes,Marketing,5.0,Low,2.0,Cat_4,D
2215,460403,Female,No,56,Yes,Doctor,3.0,Low,1.0,Cat_6,A
2216,459818,Female,Yes,68,No,Lawyer,1.0,Low,1.0,Cat_6,D
2217,463732,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,D
2218,462499,Female,,72,No,Lawyer,8.0,Average,2.0,Cat_6,D
2222,467721,Male,No,41,Yes,Entertainment,0.0,Low,1.0,Cat_4,D
2224,464506,Male,No,32,Yes,Healthcare,8.0,Low,2.0,Cat_4,D
2225,460624,Male,Yes,57,Yes,Homemaker,5.0,High,2.0,Cat_6,A
2227,464320,Male,Yes,74,No,Lawyer,0.0,High,2.0,Cat_6,A
2228,467687,Male,No,38,Yes,Entertainment,,Low,4.0,Cat_6,D
2230,465953,Female,No,50,Yes,Artist,1.0,Low,1.0,Cat_6,D
2233,464195,Male,No,29,Yes,Artist,0.0,Low,1.0,Cat_6,A
2237,466792,Female,Yes,82,No,Lawyer,0.0,Low,1.0,Cat_6,A
2238,459875,Male,Yes,71,No,Lawyer,0.0,High,,Cat_6,A
2241,462050,Male,No,19,No,Healthcare,4.0,Low,3.0,Cat_2,D
2243,461370,Male,No,26,Yes,Doctor,1.0,Low,3.0,Cat_6,D
2245,466665,Male,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6,A
2247,459326,Male,Yes,35,No,Healthcare,1.0,Low,5.0,Cat_6,D
2248,464926,Female,Yes,46,No,Engineer,0.0,High,3.0,Cat_4,A
2250,463626,Female,No,35,No,Artist,7.0,Low,2.0,Cat_6,D
2251,464266,Male,No,28,No,Doctor,8.0,Low,3.0,Cat_6,A
2252,464491,Female,No,43,No,Doctor,8.0,Low,1.0,Cat_4,D
2253,467698,Female,Yes,40,No,Artist,3.0,Average,,Cat_6,A
2255,463602,Female,No,21,No,Healthcare,8.0,Low,4.0,Cat_6,D
2256,464706,Female,No,32,No,Doctor,1.0,Low,3.0,Cat_4,D
2257,467220,Female,No,36,No,,,Low,,Cat_4,D
2258,460313,Male,No,32,Yes,Artist,13.0,Low,3.0,Cat_6,A
2259,465497,Male,No,25,No,Homemaker,14.0,Low,3.0,Cat_5,A
2260,465846,Female,No,40,Yes,Artist,5.0,Low,1.0,Cat_6,A
2261,463374,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
2264,461365,Male,No,27,No,Healthcare,1.0,Low,3.0,Cat_6,D
2266,459294,Male,No,23,No,Healthcare,9.0,Low,4.0,Cat_6,D
2267,460318,Male,No,30,Yes,Entertainment,14.0,Low,3.0,Cat_6,D
2268,467967,Male,No,30,Yes,Entertainment,8.0,Low,4.0,Cat_6,A
2269,461797,Male,No,30,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
2271,462361,Male,Yes,60,Yes,Artist,0.0,Low,2.0,Cat_4,A
2273,461069,Female,No,19,No,Healthcare,,Low,,Cat_3,D
2274,467522,Female,No,19,No,Healthcare,0.0,Low,2.0,Cat_6,D
2275,463327,Male,Yes,40,No,Executive,1.0,Low,5.0,Cat_5,D
2276,459824,Male,No,38,Yes,Entertainment,8.0,Low,1.0,Cat_6,D
2280,459422,Male,Yes,50,Yes,Entertainment,,Low,4.0,Cat_6,A
2281,467792,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,D
2283,464016,Female,,29,Yes,Entertainment,0.0,High,1.0,Cat_1,A
2286,459408,Male,No,28,No,Doctor,,Low,1.0,Cat_6,D
2287,466473,Female,No,22,No,Healthcare,0.0,Low,3.0,Cat_2,D
2288,464365,Male,No,35,Yes,Artist,,Low,1.0,Cat_6,A
2290,466698,Female,Yes,26,Yes,Healthcare,8.0,Low,2.0,Cat_3,D
2292,459927,Female,No,27,No,Engineer,0.0,Low,2.0,Cat_3,D
2293,467057,Female,No,50,No,Entertainment,8.0,Low,2.0,Cat_6,A
2294,466052,Female,Yes,37,Yes,Homemaker,5.0,Low,2.0,Cat_4,D
2295,464210,Male,No,43,Yes,Marketing,0.0,Low,2.0,Cat_6,A
2296,465873,Male,No,35,Yes,Entertainment,13.0,Low,1.0,Cat_6,D
2298,464817,Male,No,31,Yes,Artist,7.0,Low,1.0,Cat_4,A
2299,465540,Female,Yes,29,No,Engineer,,High,2.0,Cat_6,D
2300,460845,Female,No,20,No,Healthcare,0.0,Low,2.0,Cat_6,D
2302,465694,Male,Yes,37,Yes,Healthcare,1.0,Average,2.0,Cat_4,A
2305,467338,Female,No,27,Yes,Healthcare,2.0,Low,6.0,Cat_6,D
2307,466456,Female,Yes,43,No,Doctor,9.0,Low,1.0,Cat_2,A
2313,462229,Male,No,23,No,,0.0,Low,8.0,Cat_4,D
2314,462372,Female,Yes,65,No,Lawyer,,High,2.0,Cat_6,A
2317,466940,Male,Yes,79,No,Lawyer,0.0,Low,1.0,Cat_6,D
2320,459427,Female,Yes,28,Yes,Healthcare,,Low,2.0,Cat_6,D
2321,462025,Male,No,20,No,Healthcare,2.0,Low,3.0,Cat_4,D
2323,466354,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D
2325,465849,Female,No,32,Yes,Doctor,5.0,Low,3.0,Cat_4,A
2326,464100,Female,No,33,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
2330,462759,Male,No,22,No,Healthcare,,Low,5.0,Cat_2,D
2333,463407,Female,No,33,No,Doctor,0.0,Low,1.0,Cat_3,D
2335,464641,Female,Yes,65,Yes,Lawyer,2.0,Low,6.0,Cat_1,D
2338,464754,Female,Yes,43,No,Engineer,4.0,Average,7.0,Cat_4,A
2341,463259,Male,Yes,75,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
2342,464421,Female,Yes,27,No,Marketing,,High,4.0,Cat_6,D
2345,460639,Female,Yes,73,Yes,Lawyer,,Low,5.0,Cat_1,D
2352,467070,Male,Yes,40,No,Executive,5.0,Low,4.0,Cat_6,D
2353,459602,Female,Yes,86,No,Lawyer,,Low,1.0,Cat_6,D
2355,462431,Male,No,32,No,Entertainment,9.0,Low,4.0,Cat_6,A
2356,461387,Female,No,22,No,Healthcare,5.0,Low,3.0,Cat_2,D
2359,466010,Female,Yes,69,No,Doctor,0.0,Low,1.0,Cat_3,A
2360,465674,Female,No,39,Yes,Entertainment,1.0,Low,2.0,Cat_4,A
2361,459405,Female,Yes,81,No,Doctor,0.0,High,2.0,Cat_6,A
2362,465989,Female,No,28,No,Healthcare,9.0,Low,2.0,Cat_6,D
2363,465598,Male,No,28,Yes,Healthcare,6.0,Low,5.0,Cat_2,D
2367,465763,Female,Yes,37,No,Artist,0.0,Average,2.0,Cat_4,D
2368,462958,Male,No,26,No,Marketing,1.0,Low,5.0,Cat_6,D
2369,467056,Female,No,31,No,Homemaker,8.0,Low,1.0,Cat_6,A
2373,467398,Male,Yes,37,No,Entertainment,1.0,Low,2.0,Cat_6,A
2374,464222,Male,Yes,58,Yes,Artist,1.0,Low,1.0,Cat_6,D
2375,465427,Male,No,33,Yes,Artist,7.0,Low,1.0,Cat_6,A
2376,460652,Female,No,31,No,Homemaker,8.0,Low,1.0,Cat_4,D
2378,462672,Male,No,25,No,Healthcare,7.0,Low,4.0,Cat_4,D
2380,459831,Male,Yes,37,No,Engineer,8.0,Average,3.0,Cat_4,D
2382,462467,Female,Yes,45,No,Doctor,1.0,Low,1.0,Cat_6,A
2385,467051,Female,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,D
2386,465928,Female,No,32,Yes,Healthcare,6.0,Low,3.0,Cat_6,D
2388,460642,Male,No,19,No,Healthcare,13.0,Low,3.0,Cat_3,D
2390,460634,Female,No,39,No,Entertainment,,Low,6.0,Cat_3,D
2391,461108,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_3,D
2392,464175,Female,No,30,No,Healthcare,0.0,Low,,Cat_6,D
2393,463329,Male,No,23,No,Healthcare,0.0,Low,6.0,Cat_3,D
2395,467027,Male,No,31,No,Executive,4.0,Low,5.0,Cat_1,D
2396,459707,Female,Yes,74,Yes,Lawyer,,Low,,Cat_6,D
2400,465779,Female,No,19,No,Healthcare,0.0,Low,5.0,Cat_2,D
2401,465826,Male,Yes,45,No,Executive,3.0,Low,9.0,Cat_4,D
2403,463575,Female,No,28,Yes,Entertainment,0.0,Low,3.0,Cat_6,D
2405,463175,Female,,40,No,Engineer,1.0,Low,4.0,Cat_3,A
2406,462046,Female,No,30,Yes,Doctor,8.0,Low,,Cat_4,D
2410,465962,Male,Yes,33,Yes,Healthcare,0.0,Low,2.0,Cat_7,A
2412,466020,Male,Yes,83,No,Lawyer,0.0,Low,1.0,Cat_6,D
2414,463280,Male,Yes,37,Yes,Artist,6.0,Average,2.0,Cat_3,A
2420,462571,Male,Yes,50,Yes,Healthcare,1.0,Average,1.0,Cat_6,D
2421,463765,Male,No,26,Yes,Doctor,13.0,Low,3.0,Cat_6,D
2424,459587,Female,No,32,Yes,Artist,7.0,Low,3.0,Cat_6,A
2425,460995,Female,No,31,Yes,Marketing,0.0,Low,1.0,Cat_6,D
2427,461452,Female,No,31,Yes,Doctor,0.0,Low,4.0,Cat_3,A
