,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
1694,467457,Female,No,32,Yes,Marketing,1.0,Low,6.0,Cat_6,B
1696,463772,Female,No,31,No,Healthcare,1.0,Low,3.0,Cat_6,D
1698,459757,Male,Yes,67,Yes,Artist,1.0,Average,2.0,Cat_6,B
1700,463839,Female,Yes,57,No,Engineer,0.0,Low,3.0,Cat_6,B
1702,464368,Male,Yes,36,Yes,Entertainment,4.0,Average,2.0,Cat_6,B
1703,466923,Female,No,21,No,Homemaker,9.0,Low,1.0,Cat_6,D
1705,467279,Female,No,25,Yes,Entertainment,8.0,Low,3.0,Cat_6,D
1706,465604,Female,Yes,41,No,Engineer,9.0,Average,2.0,Cat_3,B
1708,466240,Male,No,21,No,Healthcare,0.0,Low,3.0,Cat_4,D
1710,464619,Male,Yes,27,Yes,Entertainment,10.0,Low,2.0,Cat_6,B
1714,463340,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_3,D
1715,467870,Male,No,27,Yes,Entertainment,0.0,Low,5.0,Cat_6,B
1716,462200,Female,Yes,52,Yes,Doctor,1.0,Low,3.0,Cat_4,B
1718,461002,Male,No,42,No,Entertainment,,Low,3.0,Cat_3,D
1720,467105,Female,Yes,45,Yes,Lawyer,0.0,Low,1.0,Cat_6,B
1721,460630,Male,Yes,18,No,Executive,,Average,,Cat_3,D
1722,462037,Female,Yes,61,No,Engineer,1.0,High,3.0,Cat_4,B
1725,463038,Male,Yes,63,Yes,Executive,0.0,High,5.0,Cat_6,D
1726,464753,Female,No,33,No,Marketing,,Low,5.0,Cat_4,D
1735,463827,Female,Yes,49,Yes,Engineer,1.0,Average,4.0,Cat_6,B
1736,460868,Male,Yes,35,Yes,Artist,1.0,Average,2.0,Cat_6,B
1738,467485,Male,Yes,58,Yes,Lawyer,0.0,High,2.0,Cat_6,B
1740,465864,Male,Yes,32,Yes,Entertainment,9.0,Average,2.0,Cat_6,D
1743,467238,Female,No,31,No,Doctor,6.0,Low,4.0,Cat_6,D
1744,467537,Female,Yes,68,No,Lawyer,,High,3.0,Cat_6,D
1745,463654,Female,No,39,No,Engineer,4.0,Low,3.0,Cat_3,D
1746,459047,Female,No,21,No,Healthcare,1.0,Low,5.0,Cat_4,D
1747,462994,Female,Yes,39,No,Artist,,Average,3.0,Cat_6,B
1755,462719,Female,Yes,55,Yes,Artist,0.0,High,5.0,Cat_6,B
1756,459729,Female,No,41,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
1757,459084,Male,Yes,47,No,Executive,0.0,High,2.0,Cat_7,B
1760,462899,Male,No,32,No,Healthcare,,Low,3.0,Cat_6,D
1761,466712,Male,Yes,78,Yes,Lawyer,1.0,Low,1.0,Cat_6,B
1763,462642,Male,Yes,39,No,Executive,,Average,7.0,Cat_4,D
1764,460983,Male,Yes,38,No,Doctor,0.0,High,4.0,Cat_6,D
1769,466045,Female,No,38,No,Entertainment,8.0,Low,2.0,Cat_6,B
1773,465637,Female,No,41,Yes,Artist,1.0,Low,1.0,Cat_4,D
1777,466948,Male,Yes,58,Yes,Artist,1.0,Low,2.0,Cat_7,B
1781,462890,Female,No,25,Yes,Marketing,12.0,Low,1.0,Cat_6,D
1783,459554,Female,No,25,No,Engineer,8.0,Low,3.0,Cat_6,D
1785,463605,Female,No,23,No,Healthcare,0.0,Low,5.0,Cat_5,D
1786,459531,Male,No,38,Yes,Marketing,3.0,Low,,Cat_6,D
1788,459960,Female,Yes,56,Yes,,1.0,Low,1.0,Cat_6,B
1792,464832,Male,Yes,66,No,Lawyer,1.0,Low,,Cat_4,D
1793,466829,Female,Yes,27,No,Homemaker,10.0,Low,1.0,Cat_6,D
1794,459508,Female,No,23,No,Healthcare,,Low,3.0,Cat_6,D
1796,466475,Female,Yes,33,No,Artist,,Low,2.0,Cat_1,B
1797,462546,Female,No,21,No,Executive,8.0,Low,,Cat_7,D
1799,462852,Male,Yes,42,No,Engineer,9.0,Low,3.0,Cat_6,D
1804,465671,Female,Yes,35,No,Engineer,2.0,Average,5.0,Cat_4,D
1805,461729,Female,Yes,41,Yes,Marketing,0.0,Low,3.0,Cat_6,D
1808,466434,Male,Yes,53,Yes,Artist,0.0,Average,4.0,Cat_6,B
1809,467305,Female,Yes,38,Yes,Homemaker,8.0,Average,3.0,Cat_6,B
1810,466270,Female,Yes,68,No,Marketing,0.0,Low,2.0,Cat_6,D
1811,463479,Male,No,30,No,Executive,1.0,Low,2.0,Cat_6,D
1817,461278,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D
1820,462825,Male,Yes,41,No,Executive,1.0,High,2.0,Cat_4,B
1822,460936,Male,Yes,70,Yes,Executive,1.0,High,5.0,Cat_3,B
1824,460028,Male,Yes,39,Yes,Healthcare,11.0,Average,2.0,Cat_2,D
1830,460786,Male,Yes,71,No,Lawyer,1.0,High,2.0,Cat_6,B
1832,460039,Male,Yes,27,Yes,Healthcare,5.0,Low,5.0,Cat_6,D
1834,462652,Male,Yes,37,No,Artist,,Average,3.0,Cat_4,B
1835,465050,Male,Yes,74,Yes,Lawyer,1.0,High,2.0,Cat_6,B
1836,461793,Male,No,20,No,Marketing,0.0,Low,2.0,Cat_6,D
1837,460781,Female,Yes,30,No,Entertainment,1.0,High,4.0,Cat_5,D
1838,463649,Male,No,22,No,Doctor,0.0,Low,4.0,Cat_6,B
1843,460195,Male,No,38,Yes,Entertainment,7.0,Low,1.0,Cat_6,D
1844,464089,Female,Yes,40,Yes,Artist,5.0,High,5.0,,B
1849,467049,Male,No,50,Yes,Artist,1.0,Low,1.0,Cat_6,B
1850,459674,Female,No,32,Yes,Doctor,0.0,Low,5.0,Cat_6,D
1852,466459,Female,No,30,Yes,Healthcare,3.0,Low,5.0,Cat_6,B
1854,461533,Male,No,48,Yes,Healthcare,1.0,Low,2.0,Cat_6,D
1855,461187,Male,No,29,No,Healthcare,9.0,Low,4.0,Cat_3,D
1858,459383,Male,Yes,36,No,Engineer,0.0,Low,1.0,Cat_6,D
1859,464020,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,D
1862,461529,Female,Yes,35,Yes,Entertainment,1.0,Low,1.0,Cat_6,D
1863,464943,Female,Yes,37,No,Engineer,1.0,Average,6.0,Cat_4,B
1867,466848,Female,Yes,65,Yes,Artist,1.0,Low,2.0,Cat_6,B
1868,467933,Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_6,D
1871,465818,Male,No,27,No,Entertainment,1.0,Low,3.0,Cat_4,B
1872,467190,Male,Yes,36,Yes,Executive,0.0,Low,2.0,Cat_3,B
1873,467848,Male,No,37,Yes,Artist,12.0,Low,1.0,Cat_6,B
1874,462249,Male,No,29,No,Entertainment,0.0,Low,3.0,Cat_6,D
1876,462610,Male,No,27,Yes,Doctor,1.0,Low,6.0,Cat_4,D
1877,467309,Female,No,35,Yes,Engineer,2.0,Low,1.0,Cat_7,B
1880,462617,Male,No,19,No,Healthcare,0.0,Low,5.0,Cat_4,D
1881,465485,Male,No,29,Yes,Healthcare,0.0,Low,4.0,Cat_6,D
1883,460501,Male,No,25,Yes,Healthcare,0.0,Low,,Cat_3,D
1885,463036,Male,Yes,48,Yes,Artist,,Low,6.0,Cat_6,B
1887,465120,Female,No,30,Yes,Healthcare,0.0,Low,4.0,Cat_6,D
1888,464671,Male,No,30,No,Entertainment,1.0,Low,2.0,Cat_4,D
1889,465367,Male,Yes,69,No,Executive,1.0,High,3.0,Cat_6,B
1892,460250,Male,No,27,Yes,Healthcare,8.0,Low,4.0,Cat_6,D
1893,465316,Male,No,21,No,Healthcare,0.0,Low,6.0,Cat_4,D
1894,464713,Female,Yes,71,Yes,Artist,0.0,High,4.0,Cat_1,B
1895,465764,Female,No,39,Yes,Entertainment,8.0,Low,4.0,Cat_4,D
1897,460683,Male,Yes,59,No,Entertainment,6.0,Average,3.0,Cat_3,B
1898,460042,Male,No,32,Yes,Marketing,8.0,Low,1.0,Cat_6,D
1900,459731,Female,Yes,58,Yes,Artist,0.0,High,3.0,,B
1901,460955,Male,No,19,No,Healthcare,,Low,5.0,Cat_4,D
1902,462179,Female,No,31,Yes,Marketing,0.0,Low,9.0,Cat_7,D
1903,463147,Male,No,31,No,Healthcare,,Low,4.0,Cat_6,B
1904,462639,Female,Yes,43,No,Engineer,,Average,2.0,Cat_4,D
1906,464799,Male,No,35,No,Marketing,0.0,Low,4.0,Cat_4,D
1910,466419,Female,Yes,45,Yes,Entertainment,3.0,Average,5.0,Cat_3,B
1913,459941,Male,Yes,65,Yes,Artist,4.0,Low,,Cat_6,B
1914,463232,Female,No,23,No,Healthcare,2.0,Low,5.0,Cat_6,D
1916,467922,Male,Yes,84,Yes,Entertainment,0.0,High,2.0,Cat_6,D
1918,466512,Female,No,22,No,Healthcare,1.0,Low,2.0,Cat_6,D
1919,465408,Male,No,30,No,Executive,,Low,4.0,Cat_6,D
1920,466339,Male,No,23,No,Healthcare,0.0,Low,2.0,Cat_4,D
1921,462870,Female,No,41,Yes,Artist,3.0,Low,3.0,Cat_6,D
1924,463920,Female,No,28,Yes,Homemaker,8.0,Low,1.0,Cat_6,D
1926,467465,Male,No,19,No,Healthcare,,Low,6.0,Cat_6,D
1928,466917,Male,Yes,43,No,Executive,3.0,Low,,Cat_6,B
1929,464663,Male,Yes,73,No,Executive,1.0,High,2.0,Cat_4,D
1930,460919,Female,No,19,No,Healthcare,0.0,Low,,Cat_6,D
1932,461226,Male,Yes,51,Yes,,1.0,Low,2.0,Cat_6,D
1934,461536,Female,No,39,Yes,Doctor,2.0,Low,1.0,Cat_6,B
1936,463142,Female,No,33,Yes,Artist,5.0,Low,2.0,Cat_4,B
1939,467899,Male,Yes,66,Yes,Artist,1.0,Average,2.0,Cat_6,B
1941,461383,Male,Yes,71,Yes,Artist,0.0,High,2.0,Cat_6,B
1942,466616,Male,No,18,No,Healthcare,8.0,Low,9.0,Cat_6,D
1943,464658,Male,Yes,33,No,Artist,1.0,Average,2.0,Cat_4,B
1946,462683,Female,Yes,38,No,Engineer,1.0,Low,5.0,Cat_1,B
1949,464542,Female,No,26,Yes,Healthcare,10.0,Low,1.0,Cat_6,D
1954,461023,Male,Yes,65,No,Lawyer,,High,2.0,Cat_3,B
1955,461260,Male,No,20,No,Marketing,1.0,Low,3.0,Cat_4,D
1959,464758,Female,Yes,47,No,Engineer,1.0,Average,4.0,Cat_4,B
1962,461126,Female,No,28,Yes,Homemaker,,Low,2.0,Cat_4,B
1965,465979,Male,Yes,43,Yes,Artist,2.0,Low,2.0,Cat_6,B
1969,462886,Male,Yes,70,No,Doctor,1.0,High,2.0,Cat_6,D
1972,465998,Female,No,40,Yes,Engineer,6.0,Low,3.0,Cat_6,D
1973,459338,Male,Yes,88,No,Executive,,Low,,Cat_6,D
1974,466942,Female,No,29,Yes,Healthcare,1.0,Low,4.0,Cat_6,D
1976,466310,Female,Yes,40,Yes,Engineer,0.0,Average,2.0,Cat_6,B
1978,459975,Female,No,38,Yes,Artist,7.0,Low,1.0,Cat_6,B
1979,464386,Male,Yes,39,Yes,Doctor,0.0,Average,3.0,Cat_6,B
1983,466120,Female,Yes,37,No,Marketing,0.0,Low,4.0,Cat_6,D
1986,462172,Male,Yes,39,Yes,Doctor,0.0,Average,2.0,Cat_1,D
1987,464563,Male,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6,B
1989,463688,Female,No,52,Yes,Doctor,1.0,Low,1.0,Cat_4,B
1990,461750,Male,No,52,No,Artist,5.0,Low,1.0,Cat_6,B
1991,464400,Male,No,31,Yes,Entertainment,0.0,Low,4.0,Cat_6,D
1992,463052,Male,Yes,37,Yes,Marketing,1.0,Low,2.0,Cat_6,D
1997,467355,Male,No,31,No,Healthcare,0.0,Low,4.0,Cat_6,D
1998,466416,Male,Yes,88,No,Executive,0.0,High,3.0,Cat_6,D
2000,459650,Male,Yes,38,Yes,Entertainment,,Low,2.0,Cat_6,D
2001,466789,Female,Yes,53,Yes,Artist,0.0,Average,2.0,Cat_3,B
2002,466679,Female,No,43,Yes,Artist,8.0,Low,2.0,Cat_6,B
2007,463113,Female,No,32,Yes,Doctor,1.0,Low,6.0,Cat_6,D
2011,467761,Male,No,39,Yes,Artist,1.0,Low,2.0,Cat_6,B
2013,462455,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_2,D
2015,462803,Male,No,26,No,Doctor,0.0,Low,6.0,Cat_2,B
2019,466461,Male,Yes,84,No,Lawyer,0.0,Low,1.0,Cat_6,D
2020,462689,Female,No,37,Yes,Homemaker,,Low,1.0,Cat_6,D
2021,462740,Male,Yes,63,Yes,Artist,6.0,Low,1.0,Cat_6,B
2022,461355,Female,No,38,Yes,Healthcare,0.0,Low,2.0,Cat_6,D
2024,467658,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_3,D
2025,462837,Female,No,25,No,Healthcare,14.0,Low,3.0,Cat_6,D
2026,463907,Female,No,33,Yes,Doctor,0.0,Low,5.0,Cat_6,D
2027,462728,Female,No,31,No,Engineer,0.0,Low,1.0,Cat_6,D
2028,461175,Male,Yes,57,Yes,Healthcare,1.0,Low,3.0,Cat_6,B
2029,464872,Male,Yes,42,Yes,Artist,1.0,Low,4.0,Cat_4,B
2030,460830,Male,Yes,40,No,Entertainment,2.0,Average,5.0,Cat_2,B
2031,459741,Male,Yes,66,No,Lawyer,0.0,High,3.0,Cat_6,B
2033,464990,Male,Yes,73,No,Executive,1.0,High,2.0,Cat_6,B
2036,463357,Male,Yes,27,Yes,Doctor,0.0,Average,2.0,Cat_5,D
2037,460539,Female,Yes,35,Yes,Homemaker,,Low,,Cat_3,D
2039,459884,Male,Yes,80,No,Lawyer,8.0,Low,1.0,Cat_6,D
2043,461050,Male,Yes,47,Yes,,1.0,High,3.0,Cat_6,B
2044,460485,Female,No,18,No,Marketing,9.0,Low,5.0,Cat_3,B
2045,467901,Female,No,33,Yes,Entertainment,1.0,Low,4.0,Cat_6,B
2046,463713,Male,No,30,No,Engineer,9.0,Low,3.0,Cat_4,D
2047,464278,Male,Yes,85,Yes,Executive,1.0,High,2.0,Cat_6,D
2050,463044,Male,Yes,80,Yes,Lawyer,,High,2.0,Cat_6,B
2053,461419,Male,Yes,27,No,Entertainment,3.0,Average,2.0,Cat_6,B
2054,465767,Male,No,28,No,Healthcare,0.0,Low,5.0,Cat_4,B
2056,460714,Male,No,26,Yes,Entertainment,1.0,Low,3.0,Cat_6,D
2058,461584,Female,Yes,56,Yes,Artist,1.0,High,4.0,Cat_2,B
2059,462066,Female,No,26,Yes,Artist,13.0,Low,2.0,Cat_6,B
2060,463369,Male,Yes,31,Yes,Entertainment,4.0,Low,2.0,Cat_6,B
2061,466586,Male,No,21,No,Healthcare,0.0,Low,2.0,Cat_6,D
2065,466929,Female,No,33,Yes,Homemaker,11.0,Low,,Cat_6,D
2068,463904,Male,Yes,77,Yes,Executive,1.0,Low,1.0,Cat_6,D
2069,463996,Female,No,29,No,Healthcare,,Low,5.0,Cat_4,D
2070,462208,Female,Yes,33,No,Engineer,7.0,Average,5.0,Cat_4,B
2072,466736,Female,No,20,No,Healthcare,1.0,Low,,Cat_6,D
2073,466872,Male,Yes,43,Yes,Artist,1.0,Low,2.0,Cat_3,B
2074,467104,Female,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,D
2075,463476,Male,Yes,53,Yes,Artist,3.0,Average,3.0,Cat_6,B
2076,463953,Male,Yes,28,Yes,Entertainment,3.0,Average,3.0,Cat_7,B
2078,467830,Male,No,31,Yes,Entertainment,1.0,Low,3.0,Cat_6,D
2079,463752,Female,No,28,Yes,Healthcare,,Low,2.0,Cat_3,D
2081,466525,Male,Yes,33,Yes,Artist,0.0,Average,2.0,Cat_6,B
2086,461858,Male,No,31,No,Entertainment,1.0,Low,7.0,Cat_4,D
2087,460450,Male,Yes,52,Yes,Executive,1.0,High,4.0,Cat_4,B
2088,466520,Male,,61,,Engineer,2.0,Average,2.0,Cat_3,B
2089,467646,Male,No,31,No,Healthcare,,Low,7.0,Cat_6,D
2092,465105,Male,Yes,69,No,Executive,9.0,Average,2.0,Cat_6,B
2093,460445,Male,No,29,Yes,Engineer,0.0,Low,4.0,Cat_3,D
2094,462961,Female,Yes,56,No,Engineer,1.0,Average,5.0,Cat_6,B
2095,463932,Female,Yes,72,Yes,Artist,1.0,Average,3.0,Cat_6,B
2097,465651,Male,No,30,No,Engineer,1.0,Low,4.0,Cat_6,D
2098,463721,Female,No,31,Yes,Healthcare,1.0,Low,4.0,Cat_2,B
2100,461361,Female,No,31,Yes,Healthcare,9.0,Low,7.0,Cat_5,D
2101,465608,Male,No,20,No,Healthcare,,Low,5.0,Cat_3,D
2104,462799,Male,No,26,No,Healthcare,,Low,,Cat_5,D
2105,459006,Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_6,D
2107,465257,Male,No,20,,Healthcare,4.0,Low,5.0,Cat_2,D
2108,466762,Male,Yes,63,Yes,Homemaker,1.0,Low,3.0,Cat_6,B
2109,464318,Male,Yes,88,Yes,Executive,1.0,Low,1.0,Cat_6,D
2110,459634,Female,No,39,Yes,Engineer,,Low,3.0,Cat_6,B
2112,467275,Male,No,32,Yes,Healthcare,,Low,,Cat_6,D
2113,462117,Male,No,32,Yes,Entertainment,1.0,Low,2.0,Cat_6,D
2115,460098,Female,Yes,62,Yes,Engineer,1.0,Low,1.0,Cat_3,B
2116,465787,Male,No,18,No,Healthcare,1.0,Low,5.0,Cat_4,D
2117,463365,Male,Yes,67,No,Executive,1.0,High,2.0,Cat_6,D
2118,464042,Female,Yes,42,Yes,Artist,9.0,Low,2.0,Cat_6,B
2120,464720,Male,Yes,46,No,Doctor,0.0,Average,3.0,Cat_4,D
2121,461123,Male,No,20,No,Healthcare,2.0,Low,4.0,Cat_4,D
2125,466734,Female,Yes,63,Yes,Artist,1.0,Average,4.0,Cat_6,B
2128,467888,Male,No,27,No,Doctor,0.0,Low,4.0,Cat_6,B
2134,464140,Female,Yes,83,Yes,Lawyer,1.0,High,2.0,Cat_6,B
2136,459050,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
2137,462330,Female,No,30,No,Artist,1.0,Low,1.0,Cat_6,B
2138,459940,Female,No,46,Yes,Engineer,1.0,Low,2.0,Cat_1,B
2139,466352,Female,Yes,65,Yes,Doctor,1.0,Low,2.0,Cat_6,B
2143,465503,Male,No,35,Yes,Artist,8.0,Low,2.0,Cat_6,D
2145,459832,Male,Yes,66,Yes,Executive,0.0,Low,1.0,Cat_6,B
2148,466864,Female,No,32,No,Homemaker,8.0,Low,1.0,Cat_6,D
2149,461458,Female,No,40,Yes,Artist,6.0,Low,1.0,Cat_6,B
2151,462860,Male,No,30,Yes,Healthcare,8.0,Low,5.0,Cat_6,D
2153,467695,Male,Yes,43,No,Marketing,1.0,Low,2.0,Cat_7,D
2154,463090,Female,Yes,55,No,Engineer,3.0,Average,2.0,Cat_6,B
2158,466359,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D
2160,466088,Female,No,31,No,Healthcare,0.0,Low,7.0,Cat_6,B
2161,461205,Male,No,27,Yes,Healthcare,,Low,3.0,Cat_2,D
2162,462822,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,D
2164,463410,Male,Yes,37,No,Doctor,,Average,2.0,Cat_6,B
2167,461500,Female,No,26,Yes,Doctor,0.0,Low,3.0,Cat_6,B
2171,460062,Male,No,29,Yes,Artist,4.0,Low,1.0,Cat_3,D
2172,462863,Male,No,29,Yes,Homemaker,5.0,Low,1.0,Cat_6,D
2173,460465,Male,No,36,No,Executive,0.0,Low,3.0,Cat_6,D
2174,460335,Female,No,63,Yes,Doctor,0.0,Low,2.0,Cat_6,B
2176,463962,Female,,35,Yes,Artist,12.0,Low,2.0,Cat_6,B
2178,463364,Female,Yes,71,No,Lawyer,1.0,High,2.0,Cat_6,B
2181,462949,Male,Yes,35,No,Homemaker,1.0,Average,3.0,Cat_6,B
2183,461184,Male,No,19,No,Healthcare,,Low,4.0,Cat_3,D
2184,460728,Female,,39,Yes,Artist,0.0,Low,1.0,Cat_7,B
2185,462416,Male,Yes,45,No,Artist,0.0,Low,2.0,Cat_4,B
2186,460846,Female,No,19,No,Marketing,1.0,Low,4.0,Cat_6,D
2187,459542,Male,No,23,No,Healthcare,2.0,Low,5.0,Cat_6,D
2188,459080,Male,Yes,77,No,Lawyer,0.0,Low,2.0,Cat_6,D
2189,463106,Female,Yes,84,Yes,Lawyer,0.0,Low,1.0,Cat_6,B
2190,464728,Male,Yes,47,No,Entertainment,1.0,High,4.0,Cat_4,D
2194,467689,Male,No,35,No,Healthcare,1.0,Low,1.0,Cat_6,D
2195,460260,Male,No,20,No,Healthcare,0.0,Low,3.0,Cat_2,D
2197,466437,Male,Yes,56,No,Executive,0.0,Low,1.0,Cat_6,D
2199,459590,Male,Yes,22,No,Executive,1.0,High,3.0,Cat_6,D
2200,464668,Male,Yes,32,No,Healthcare,1.0,High,4.0,Cat_4,D
2202,460458,Female,No,41,No,Marketing,1.0,Low,,Cat_3,D
2206,462574,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_4,D
2208,467728,Female,Yes,38,No,Engineer,1.0,High,5.0,Cat_6,B
2210,460117,Female,Yes,48,Yes,Marketing,9.0,Low,1.0,Cat_6,D
2212,461722,Male,No,27,No,Doctor,1.0,Low,3.0,Cat_6,B
2213,460898,Male,Yes,48,No,Artist,3.0,Average,4.0,Cat_6,B
2214,463627,Female,No,25,Yes,Marketing,5.0,Low,2.0,Cat_4,D
2216,459818,Female,Yes,68,No,Lawyer,1.0,Low,1.0,Cat_6,D
2217,463732,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,D
2218,462499,Female,,72,No,Lawyer,8.0,Average,2.0,Cat_6,D
2219,467112,Male,No,43,Yes,Artist,1.0,Low,2.0,Cat_2,B
2221,463233,Male,Yes,50,No,Executive,0.0,Average,5.0,Cat_6,B
2222,467721,Male,No,41,Yes,Entertainment,0.0,Low,1.0,Cat_4,D
2223,465915,Male,Yes,40,Yes,Entertainment,8.0,Average,2.0,Cat_6,B
2224,464506,Male,No,32,Yes,Healthcare,8.0,Low,2.0,Cat_4,D
2228,467687,Male,No,38,Yes,Entertainment,,Low,4.0,Cat_6,D
2230,465953,Female,No,50,Yes,Artist,1.0,Low,1.0,Cat_6,D
2231,463309,Male,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_3,B
2234,467696,Male,Yes,84,Yes,Lawyer,,High,3.0,Cat_6,B
2236,466504,Male,Yes,38,No,Executive,9.0,High,5.0,Cat_6,B
2239,463837,Female,Yes,50,No,Engineer,0.0,Low,3.0,Cat_7,B
2240,465384,Male,Yes,56,Yes,Artist,0.0,High,2.0,Cat_6,B
2241,462050,Male,No,19,No,Healthcare,4.0,Low,3.0,Cat_2,D
2242,465268,Male,Yes,29,No,Executive,12.0,Low,3.0,Cat_6,B
2243,461370,Male,No,26,Yes,Doctor,1.0,Low,3.0,Cat_6,D
2246,462290,Female,No,33,Yes,Doctor,1.0,Low,1.0,Cat_6,B
2247,459326,Male,Yes,35,No,Healthcare,1.0,Low,5.0,Cat_6,D
2249,460343,Female,No,67,Yes,Artist,0.0,Low,2.0,Cat_6,B
2250,463626,Female,No,35,No,Artist,7.0,Low,2.0,Cat_6,D
2252,464491,Female,No,43,No,Doctor,8.0,Low,1.0,Cat_4,D
2255,463602,Female,No,21,No,Healthcare,8.0,Low,4.0,Cat_6,D
2256,464706,Female,No,32,No,Doctor,1.0,Low,3.0,Cat_4,D
2257,467220,Female,No,36,No,,,Low,,Cat_4,D
2261,463374,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
2262,462704,Male,Yes,48,Yes,Executive,5.0,High,5.0,Cat_6,B
2264,461365,Male,No,27,No,Healthcare,1.0,Low,3.0,Cat_6,D
2265,464205,Female,Yes,82,No,Entertainment,0.0,High,2.0,Cat_6,B
2266,459294,Male,No,23,No,Healthcare,9.0,Low,4.0,Cat_6,D
2267,460318,Male,No,30,Yes,Entertainment,14.0,Low,3.0,Cat_6,D
2269,461797,Male,No,30,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
2273,461069,Female,No,19,No,Healthcare,,Low,,Cat_3,D
2274,467522,Female,No,19,No,Healthcare,0.0,Low,2.0,Cat_6,D
2275,463327,Male,Yes,40,No,Executive,1.0,Low,5.0,Cat_5,D
2276,459824,Male,No,38,Yes,Entertainment,8.0,Low,1.0,Cat_6,D
2277,461051,Female,Yes,71,Yes,Entertainment,1.0,Average,2.0,Cat_6,B
2278,461142,Female,No,40,Yes,Engineer,1.0,Low,3.0,Cat_3,B
2279,461521,Male,Yes,68,Yes,Artist,0.0,High,2.0,Cat_6,B
2281,467792,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,D
2282,467432,Male,No,29,Yes,Healthcare,,Low,3.0,Cat_6,B
2284,464654,Female,Yes,39,No,Engineer,1.0,Average,4.0,Cat_4,B
2285,459111,Male,Yes,41,Yes,Executive,0.0,Low,4.0,Cat_6,B
2286,459408,Male,No,28,No,Doctor,,Low,1.0,Cat_6,D
2287,466473,Female,No,22,No,Healthcare,0.0,Low,3.0,Cat_2,D
2289,460046,Female,Yes,49,Yes,Artist,3.0,Low,2.0,Cat_6,B
2290,466698,Female,Yes,26,Yes,Healthcare,8.0,Low,2.0,Cat_3,D
2292,459927,Female,No,27,No,Engineer,0.0,Low,2.0,Cat_3,D
2294,466052,Female,Yes,37,Yes,Homemaker,5.0,Low,2.0,Cat_4,D
2296,465873,Male,No,35,Yes,Entertainment,13.0,Low,1.0,Cat_6,D
2299,465540,Female,Yes,29,No,Engineer,,High,2.0,Cat_6,D
2300,460845,Female,No,20,No,Healthcare,0.0,Low,2.0,Cat_6,D
2305,467338,Female,No,27,Yes,Healthcare,2.0,Low,6.0,Cat_6,D
2310,462785,Female,Yes,40,Yes,Engineer,,Average,5.0,Cat_3,B
2311,466906,Male,No,59,Yes,Artist,1.0,Low,2.0,Cat_6,B
2313,462229,Male,No,23,No,,0.0,Low,8.0,Cat_4,D
2315,462400,Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_6,B
2317,466940,Male,Yes,79,No,Lawyer,0.0,Low,1.0,Cat_6,D
2318,461754,Male,Yes,65,No,Entertainment,1.0,High,2.0,Cat_6,B
2319,461376,Female,No,38,Yes,Healthcare,0.0,Low,2.0,Cat_6,B
2320,459427,Female,Yes,28,Yes,Healthcare,,Low,2.0,Cat_6,D
2321,462025,Male,No,20,No,Healthcare,2.0,Low,3.0,Cat_4,D
2323,466354,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D
2324,463857,Male,Yes,56,No,Healthcare,0.0,High,4.0,Cat_7,B
2326,464100,Female,No,33,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
2329,464711,Female,Yes,38,Yes,Artist,7.0,Average,3.0,Cat_1,B
2330,462759,Male,No,22,No,Healthcare,,Low,5.0,Cat_2,D
2332,459449,Male,Yes,43,Yes,Artist,,Low,2.0,Cat_6,B
2333,463407,Female,No,33,No,Doctor,0.0,Low,1.0,Cat_3,D
2335,464641,Female,Yes,65,Yes,Lawyer,2.0,Low,6.0,Cat_1,D
2336,460290,Female,,50,Yes,Artist,,High,1.0,,B
2340,461987,Female,Yes,43,No,Engineer,1.0,Average,2.0,Cat_6,B
2342,464421,Female,Yes,27,No,Marketing,,High,4.0,Cat_6,D
2343,461628,Male,Yes,39,Yes,Healthcare,11.0,Average,2.0,Cat_6,B
2344,459126,Male,Yes,61,Yes,Artist,2.0,Low,2.0,Cat_6,B
2345,460639,Female,Yes,73,Yes,Lawyer,,Low,5.0,Cat_1,D
